10000 40000
4926 4860 0
6785 2242 11
6882 8244 18
8499 2920 -16
3514 8524 4
1783 9415 -14
2414 94 14
4546 4824 12
4749 3404 15
7985 2679 8
9666 4358 10
3491 9410 -6
2753 2549 -5
6366 2485 -12
246 6576 18
8098 3573 -20
917 5844 1
8539 2055 -7
4157 3258 -7
388 8730 0
9986 7201 -16
7633 7930 -16
7338 7168 20
2930 3072 9
1325 6850 3
2358 3849 5
3716 5199 15
3146 1444 13
2377 7358 14
1959 6432 -11
2258 7432 -12
6051 867 -4
7840 1884 9
2186 1815 12
3281 999 -10
5166 9185 12
1604 9585 18
9270 4019 11
7316 2808 -15
9470 9064 6
2486 7302 -16
6982 9489 1
5234 161 1
6243 3211 -2
4724 6058 10
5227 5487 -5
2745 6703 -2
985 2064 13
6222 8706 2
2474 8051 14
9319 6131 19
6156 974 16
2864 3682 6
4193 273 19
2470 3634 1
2099 6026 -14
7700 2487 -7
145 2075 1
2570 3902 18
1765 3906 -9
1159 8829 7
3470 3428 -18
3902 672 -5
858 6868 1
6570 1178 -8
6576 846 19
3410 9906 16
9571 6111 20
7217 8544 -18
729 1350 -4
6379 6943 -15
6675 9604 -5
7836 5841 -3
5284 2965 -15
2720 5822 9
9920 6246 10
813 1970 18
1223 4442 -11
1925 869 -8
408 5994 -14
6629 6064 13
9348 8465 8
1133 2393 9
4966 2407 -10
9187 6815 -16
3626 1060 -12
5866 8587 -4
558 9007 -8
1784 2908 -12
8631 6898 -11
9065 4210 13
4535 4036 16
8329 4749 0
8533 4278 13
6684 3450 1
4264 6495 -2
7726 170 -4
6970 119 -2
7520 778 20
5819 9727 -1
4398 509 -6
6609 962 -16
6268 4532 -3
7328 5816 2
7786 8312 14
2125 2291 1
5795 5691 11
2602 5059 -9
3805 2820 -10
8334 6640 -18
9117 435 14
9340 9452 -11
4664 2573 -9
7812 3572 7
9069 4537 -12
8694 9173 -17
3991 2152 8
3309 4876 5
4352 6978 16
6393 6680 -1
7495 8651 -4
5249 6379 16
9026 643 12
9277 8138 11
1074 6698 4
8669 9531 11
3541 6755 1
3234 1316 9
3457 9616 -15
1704 2566 -14
3967 5340 13
5606 2367 12
5485 1260 -8
6154 5512 -3
6305 975 10
9642 8241 -16
1183 1697 -14
9406 8992 -8
2279 4696 5
2257 6816 -19
8987 4245 -9
2674 9941 9
4938 5102 4
7915 76 -14
4862 5328 9
4932 5222 -5
4468 8780 -16
8365 6034 1
5894 3773 2
7460 7497 -16
3173 8021 6
6694 7710 17
7992 7282 15
5907 6091 3
398 5536 9
163 565 20
9181 4845 6
3576 3774 16
8645 7096 -18
9511 5553 13
1583 159 -7
2715 8542 -11
8675 1622 10
5351 8617 0
9688 6963 -3
7480 3721 4
3320 7486 5
3969 8241 14
1866 6196 15
4584 3364 7
3367 9816 -15
2568 7794 12
6279 1053 13
9753 9148 -5
1408 1045 -4
276 735 2
5166 4986 9
1088 949 -16
3785 2110 -11
6350 1639 7
814 4727 -5
4013 7549 -17
2505 1125 -8
2949 6161 -2
7598 218 -4
6124 782 2
8746 8787 2
6268 4130 -5
7430 5262 -10
6777 5381 8
5162 1206 -2
8989 8901 -18
9713 7646 1
2132 9369 0
7863 9337 8
2795 3357 -1
6508 9865 -14
6843 6593 -17
3929 379 1
1131 1727 17
9604 7346 14
610 2880 -16
8604 3185 -1
919 989 8
9035 4728 -9
9403 2538 19
1556 8477 -16
661 3437 9
6760 7648 -15
9949 6330 -16
2765 1947 -6
8003 2319 -15
6336 8548 8
8533 7798 9
2459 8014 5
2781 9796 -10
1927 5440 16
5702 729 -14
2915 4742 12
7108 68 11
1249 3362 -8
5639 8789 5
9485 9542 1
8814 4215 11
3351 5989 -18
945 8273 -1
6306 3113 13
7438 5347 -13
3442 8509 -9
4892 9656 -4
1172 7604 -16
3260 2613 4
5871 3244 16
1058 1505 3
6998 6362 6
6656 7277 -7
9060 4785 -4
3185 1447 15
7219 921 -10
1175 1111 8
8996 2184 5
4554 157 -17
1963 6764 -2
2187 8042 -17
3157 9472 11
7299 9037 -3
366 4277 2
6986 8044 -6
2583 8687 -4
267 3818 -14
3730 419 8
74 1344 8
6034 7744 -15
3210 5495 19
2853 1567 0
9195 2687 18
4695 2850 12
1009 2225 -18
3211 2297 -20
593 3872 -11
8434 1509 10
1474 1889 12
6000 2597 8
7742 2037 -5
1658 6258 9
2991 7356 -18
6342 1986 11
3779 5165 -14
9889 9774 13
6462 4425 -11
313 2115 20
8987 5324 12
1914 2018 -18
6606 7474 -11
3086 6707 10
3878 2197 -2
857 7390 0
6738 9015 13
1835 8239 2
5634 6807 5
226 904 3
3997 3195 20
3933 8503 -6
3515 8416 19
9394 6152 -19
8078 8429 -1
6468 2594 -9
6109 378 -14
8366 9050 -5
3177 2941 12
603 83 14
8084 9460 3
9159 2060 -4
5462 7130 -5
1850 9477 -20
104 8497 14
7965 7647 8
962 9350 20
9693 2755 -8
1497 1198 -15
2310 2637 13
6997 8435 -19
6253 2032 15
4872 9054 -1
4310 3489 -8
415 5156 11
2968 8429 -20
9207 3166 9
6327 8710 1
2497 6103 -10
4748 8896 -10
1556 2864 -14
7638 5029 -20
6266 1610 -10
727 3377 9
6773 9034 -19
5608 7025 10
4825 9340 8
3392 883 0
4609 6893 2
6913 9225 -3
488 860 19
2839 7940 7
3749 9984 -17
8957 5694 18
1179 1503 -7
4907 7105 -15
7435 2574 20
1144 1657 9
7359 7829 -20
1162 5620 -11
5120 9606 -7
695 4506 11
8255 3067 20
1296 8924 0
2079 2021 17
5430 4204 -8
2054 8849 6
7366 154 13
9982 9127 2
8382 6803 13
6824 6845 -8
2617 3362 8
2893 8573 16
7491 5202 2
3831 7135 -13
6050 231 18
7688 412 11
8866 4103 -1
7030 4359 -7
6794 3158 20
1571 7261 -3
9211 4143 -6
7485 9944 -9
6895 7430 10
3571 6827 -13
5337 1308 -3
9759 8030 -5
7569 184 -4
250 2789 18
6985 4361 -12
541 8030 5
8446 1139 -5
615 1530 -13
6920 3470 16
5886 5850 11
781 270 -20
2154 1649 -12
5308 1471 7
8339 2569 -12
8448 8685 3
4533 3197 12
829 5209 16
5371 318 -17
5322 7334 0
5082 3707 18
9823 711 -20
9463 5648 -11
6747 8173 0
5452 3534 19
5947 740 -10
8235 3639 -14
4187 9356 5
5421 2572 17
1102 1685 -16
9353 3599 -18
2626 1965 7
6834 6880 14
6591 6778 -16
2748 5226 18
9875 1927 -16
7189 5870 10
1786 9567 13
1517 3170 -16
6859 824 -4
1786 9301 -20
4764 1192 -6
871 4604 -5
7095 3294 20
9918 5643 11
31 1492 2
5540 7521 -20
3037 2399 4
5716 8399 10
7428 9404 -11
4817 9699 14
1735 8700 -17
7132 3853 8
3911 2969 -12
6733 1867 8
7599 1516 15
6401 3394 -8
1955 7517 17
2427 5135 -14
3933 6745 -18
5530 2435 -10
3370 2511 -12
2012 7513 -13
8091 5283 4
2661 159 12
4037 8915 -1
6996 9575 -3
7397 4397 1
316 4536 -5
3571 465 -20
8884 4399 13
1219 7401 2
1406 4303 18
156 5461 14
7058 6830 12
2897 6085 10
2969 1825 -3
6501 9206 16
1118 6675 -3
4385 1823 -1
4813 8364 3
5286 4259 -10
8960 6202 -14
4362 2093 14
5046 3588 20
6925 640 4
2757 5115 4
9380 5513 8
6265 7675 19
7327 6663 13
8813 783 -12
9729 1979 10
3079 4138 -4
4346 3072 16
258 5143 -9
825 8466 15
2375 1134 -14
7158 1775 -11
4257 8658 -7
3430 2731 7
4285 3026 12
7126 2870 15
6455 4306 8
8406 9884 17
2110 2777 0
2 9318 10
7866 7857 -4
630 2606 8
4357 6971 0
9198 3032 1
7646 2725 2
5599 1528 -18
3958 5402 -6
5483 6176 -10
710 8877 -12
8681 4133 -4
960 7893 -5
3924 3294 -16
8910 3344 6
5962 5477 -15
2147 79 10
5722 1026 11
7829 4193 10
824 3427 1
9401 4034 9
2792 4145 20
504 2788 -2
9088 3216 3
8811 2686 15
4166 4593 -10
7859 4825 3
3764 8780 -14
4761 5033 -19
3955 4779 3
4395 7459 -10
4143 9590 16
5179 3018 -11
7694 1422 18
7030 1442 4
4614 1628 -10
2436 188 19
7707 4641 -11
2285 6926 -1
8005 6585 -18
4136 9928 0
3380 9914 17
4600 8963 6
4326 1885 14
3467 9362 -1
3150 8445 14
7042 3843 -5
6312 6892 -15
9561 8850 -8
82 9578 -2
150 9375 8
6934 3236 -4
2551 4973 20
2910 8221 6
5105 496 -19
1909 7211 -11
8800 6355 -8
4782 8953 14
7044 5938 3
1957 497 -19
9910 2148 7
4279 3284 -16
7701 5549 13
2755 9786 7
9491 5387 6
4777 9413 -10
8879 8779 -3
5411 130 8
4336 8341 9
757 2783 -20
8265 5188 13
7437 8594 0
8067 18 -4
5743 8265 -6
7965 8276 10
2796 7520 0
6339 7205 -5
7545 2111 18
3366 3286 18
3228 2721 19
9235 444 19
612 7981 10
8803 596 -14
402 7060 4
4424 5866 -18
3398 1021 -4
3995 2294 3
8707 8418 -12
5816 6436 8
7192 3909 -19
6359 2277 -1
823 6515 -8
4208 5194 -20
2871 6462 7
4981 500 -19
7992 1500 15
2722 5627 19
6475 4005 -5
984 8019 10
4493 7280 11
4274 6820 16
8249 2881 17
3768 2397 2
7851 3389 11
2594 5281 10
200 2218 13
473 7850 1
7644 8709 17
137 2532 2
9666 2782 -13
1113 6608 3
1930 4168 1
5350 7857 6
8141 4068 -11
7927 8033 -1
8182 6240 1
6848 4364 7
9988 2779 10
2855 1370 -4
1443 5209 10
3127 9915 4
9739 2268 -12
4005 9507 -11
2861 7642 -1
1991 9183 -4
2862 4491 -7
8710 4579 17
1593 6372 -1
7774 2439 17
4391 1038 19
4855 5938 5
2505 2046 18
463 9355 -20
9462 3644 17
7549 3622 7
7704 4049 -7
343 7762 -4
1714 9710 -17
432 9072 -16
4040 7324 -11
8689 9068 0
1557 4527 13
6553 4092 18
30 4344 -3
4405 8951 16
8358 5040 -1
5090 1511 -15
9044 1812 -16
3314 1829 -18
8164 4889 0
49 1190 -16
2729 3818 -18
5968 8526 14
8146 1720 2
2744 2614 -6
4046 706 0
9508 8112 0
5419 615 -15
5759 692 -4
1798 4301 -10
6120 9145 12
65 1499 8
8948 6234 9
2979 126 5
9842 4882 12
5331 1425 9
8186 2072 20
7540 5047 -20
8972 649 -5
2193 7580 -4
4548 6964 -4
5958 4881 -18
9335 9847 -16
1960 7446 15
1071 610 -20
3708 3078 7
6347 5384 18
3103 3718 10
2196 5307 19
6242 3968 4
33 986 17
8878 5591 19
9029 9023 -1
2701 7048 -10
3067 8692 12
2615 1796 -20
3149 749 -3
4720 4672 16
3712 5330 2
4415 6322 15
7061 1122 -20
352 2321 -17
4139 2600 12
4338 4930 -11
1782 7808 -2
5471 9443 18
8526 902 9
2439 2336 -3
8107 8194 -3
7112 1475 12
2823 3313 14
2184 3458 9
676 3529 3
4289 1844 -18
950 4991 -1
2359 337 6
686 4557 19
3600 2234 -7
4152 7407 12
6515 3658 -15
8964 4789 4
9132 1093 -19
8551 5677 -13
8918 3887 19
936 4769 10
1144 2252 12
3626 5471 8
5205 8966 -4
3029 8263 7
8405 7056 10
3093 3769 -15
7752 4792 -9
3023 5419 18
8917 5240 7
6556 9243 -13
3695 7322 0
5477 3378 18
6167 2074 -19
2602 2525 -11
9832 5541 -9
4764 8009 -19
1743 6361 6
5682 7382 -3
4929 5818 -19
8556 3364 -6
9203 3814 2
8016 7009 0
3407 2757 -19
4396 1780 -8
4490 633 -5
1489 4554 1
3692 7144 3
5229 7079 -12
9447 3970 -3
972 651 10
9801 8575 12
523 9870 16
7494 8929 -8
4441 5080 -17
8398 5071 5
2772 9068 -9
6417 2475 20
2804 6291 5
9439 7215 14
1906 2430 -17
6630 7333 10
9789 6828 5
3899 3322 0
7848 2039 -12
2299 2166 12
4650 2721 6
2510 7041 0
6556 9487 -1
2509 6882 5
5004 8660 7
5020 3406 15
1142 4824 -13
7259 9628 19
8767 8662 4
40 8139 -1
2742 3135 -12
1164 2407 -13
40 6116 3
9522 2540 7
5964 2639 17
15 4761 12
6779 392 14
194 5807 -2
2528 6784 3
2375 5173 -3
5233 9121 -10
8876 6327 6
5584 9238 -17
4698 7033 19
8256 7216 -17
3439 4751 14
2238 5678 16
9546 6482 6
8202 2823 18
1367 8947 -16
9385 7873 -19
6294 431 3
6245 2443 -14
4413 4243 20
9901 9939 13
4760 1684 -4
313 9080 -17
1714 6769 16
7384 4399 12
4080 3739 -19
7106 1827 -12
4172 714 16
4841 9831 3
9853 6434 -11
5074 303 -20
4816 3997 -19
7759 4397 3
2855 4086 -11
1881 9170 -9
4803 2470 10
7928 6775 1
4265 471 -18
7524 6516 -7
753 6870 17
7161 247 10
8597 4742 15
9238 9472 16
5728 8490 -16
5406 421 -7
7628 8537 10
3878 8127 14
6304 6517 -14
3274 7790 1
582 6925 10
3886 160 17
8797 1102 -4
2765 6197 17
4177 5817 -19
2975 4817 19
1392 4318 8
7589 2120 19
4316 2311 1
8298 5411 16
9986 9617 9
7403 4961 -7
6204 7072 7
8103 2983 13
991 4174 10
4350 6623 -7
3544 1389 -16
6129 1440 -9
4064 484 0
8795 2376 20
7382 3165 10
7417 5820 19
5358 656 12
9609 608 10
1958 7749 -2
1961 9272 20
6376 1577 17
2653 5800 9
7040 7893 16
2129 1858 -20
4614 6170 6
5268 4908 5
9121 2077 9
9106 220 18
7154 3806 7
8499 3644 14
1781 6722 -4
4407 2842 4
1811 9216 -19
5980 3774 2
6424 640 1
8104 8363 14
8966 3503 -4
6402 3314 -11
8120 7421 -18
2184 6131 17
3180 2509 7
5575 4778 13
8403 7703 8
6054 8145 15
1883 7178 -6
4459 4968 20
1250 1554 -9
8141 8379 -17
6209 3079 9
1026 9817 -20
3332 3557 12
9811 5932 7
1856 4137 8
2513 8445 -1
5412 4714 -20
7966 4135 12
7063 3682 12
4465 8224 -14
9715 8074 -18
7519 5396 15
1096 9587 -18
4169 7257 15
7610 4405 13
8386 579 -13
1979 3850 7
7372 2533 -20
1350 3069 16
7718 8439 1
8609 3762 13
1269 1671 -5
4429 1256 -20
8979 9153 15
9060 5861 18
6970 2622 -6
3572 9207 8
1374 8591 0
7661 9279 -13
4995 5375 16
8433 5615 13
6071 8848 -18
1403 1741 8
4624 3049 18
3505 1087 0
8519 2331 -8
2259 5244 -18
361 5827 11
2712 7276 11
7731 8943 -2
5486 4547 10
137 7905 19
1272 7566 20
9996 5121 -11
1012 2352 14
1929 1553 -12
7741 4068 15
3331 5344 -20
9732 2452 -6
9756 9937 9
5316 8089 -10
3325 2896 -18
5088 2803 -17
6259 4683 13
5151 1034 19
4573 7910 -18
5404 7171 -8
9520 8199 -16
4524 8446 -6
7213 9300 -4
7017 5175 3
1487 7833 7
5062 1549 7
9325 6167 -14
9752 9767 -1
1756 840 8
3816 6018 -7
1039 7886 1
4859 5531 -17
3988 3063 -8
1736 220 -4
9320 6793 -9
3961 2268 -14
6992 5697 -18
4050 2143 10
595 2321 13
6799 6232 -9
4501 37 1
3428 612 -13
5096 9382 5
5000 756 10
2568 4524 -15
9830 772 16
8946 1072 -7
9854 3297 19
9415 6366 4
4475 4103 -12
6885 252 -4
3003 6761 2
7972 5922 -16
3648 5518 -7
7504 7942 16
78 2211 0
6430 9638 -1
2070 8372 12
3119 5080 17
135 1733 20
2026 1014 -11
3966 4442 0
9336 8275 7
1373 8606 3
6819 7893 6
8583 1955 1
6713 7097 -12
4568 9719 -11
2831 3887 5
4911 2295 9
9112 8435 9
259 5492 -17
4431 9878 -7
3897 8600 17
9627 475 17
6058 4191 -5
2259 4384 -10
5569 8712 15
3985 9203 6
8691 7292 2
8153 3292 4
706 2346 -5
6791 7101 16
5452 16 -18
4275 7242 -7
594 6864 -12
8737 9512 2
4807 7985 -19
8866 6292 -12
7074 2481 14
4458 2617 8
1284 7207 -6
2512 6121 -20
8556 7475 20
5878 471 17
1008 7781 11
9079 1339 16
3133 5095 3
9990 4008 10
1257 9468 -8
7188 1714 -2
3284 5490 13
4509 1600 3
4593 9904 13
677 4325 2
3577 3289 14
1590 3091 4
57 2209 -12
3317 7496 -13
274 26 -3
4898 8452 3
2100 1445 11
7183 5449 18
1040 5264 10
5025 6751 19
5419 1537 13
8580 1539 -10
5286 3342 9
2627 8219 -16
9689 8116 6
2173 9527 -19
923 8370 -15
1676 5879 8
8468 3385 0
3772 3441 4
498 2543 12
1583 7660 -16
317 8905 19
1697 6359 14
9103 8294 -13
7959 3830 -7
890 9565 10
4206 5946 -18
7149 609 -20
8965 2906 -11
9305 7490 -14
1818 9379 16
8487 5716 20
3322 4005 -18
6623 8709 -5
2699 5434 -16
8333 3735 -16
6501 3824 -16
9940 6778 10
6296 6310 11
1692 481 -12
5085 3151 20
7839 3426 -13
2110 2715 -1
3695 668 -8
7086 2622 -13
7931 7887 -19
6258 8477 1
4476 1429 12
4518 5268 -9
3785 4997 0
5990 2583 2
7751 621 2
2168 4434 5
9752 8403 3
7498 4033 -1
9437 6682 14
1071 1310 5
4648 3302 0
7467 6563 -8
7639 6885 -2
2547 5513 -9
3795 2192 6
5905 5670 18
6439 5531 -12
8836 4909 6
2254 895 -9
9502 1711 1
9504 683 3
4559 7432 19
9560 7783 -18
3718 6409 -15
6434 6958 -2
8462 6541 -8
6460 1028 -6
9773 3860 11
9007 6728 -8
7528 7925 -16
5431 34 18
7134 3069 20
336 6026 18
233 3533 -6
7507 7604 3
3269 4000 8
4467 5474 -6
2060 1868 -9
2548 7046 20
50 3126 -2
394 7917 -14
9726 9593 -9
1413 7403 -15
1409 1886 4
4221 4333 -14
6370 3010 -8
9397 101 -15
5057 3816 -6
4099 7461 -14
1924 9539 9
3718 5346 -1
5533 7137 6
7673 2696 9
5505 9264 19
8157 2735 10
1138 1834 -9
1232 9007 4
1199 9811 9
8709 5436 -11
2157 5748 -4
8143 2163 -17
9539 9180 18
54 5581 11
8380 4569 -4
7456 652 1
6752 5521 -14
4541 3966 16
6226 5346 3
1241 6402 -3
783 1316 4
9692 2658 8
6212 4069 18
5359 2863 -16
2853 3242 -9
4378 8260 18
6868 8103 14
9712 704 19
8153 7576 -18
3629 5760 -16
2003 9940 -4
2714 7762 15
5173 9389 10
102 8516 -13
1159 4491 -19
3948 3233 4
9002 8914 13
9553 7019 1
6113 6726 18
6687 733 -2
3955 8100 -13
4324 9360 -1
8759 8543 1
4366 2902 12
3599 762 7
7799 2914 -4
8045 5465 7
8265 2657 -7
7978 8702 18
6673 3081 -2
2688 2147 10
2169 1718 12
9988 2450 7
5060 8117 -17
7298 2872 17
3088 2330 14
3595 1506 -7
194 8500 -20
9480 6925 7
4267 965 -16
2558 8515 -20
3629 5959 19
3408 7534 -17
7791 717 2
9781 3578 -19
888 8062 -17
3423 6131 3
6504 5094 -8
2272 6790 -10
1982 8926 16
9922 6775 -18
3935 769 -11
1600 1980 10
8093 7855 16
3737 1479 -11
7459 3194 -16
4730 3237 -3
5923 615 -12
6225 5678 0
5161 9817 -2
7827 8316 11
8905 4621 -2
3949 4270 -16
7280 2717 3
828 2316 3
376 5884 -16
8617 1212 4
6659 1621 2
5090 48 17
4371 9543 15
4650 4701 -20
2049 5744 20
6378 6629 -11
1192 5380 -13
2658 1099 -5
2135 7508 -8
106 7954 3
8604 267 10
4985 404 4
7132 6366 -19
9301 6786 13
8375 6727 5
4342 790 7
7019 8777 -11
6658 6226 -17
8274 8730 19
8137 1663 -2
5140 6044 10
8324 5313 -5
8449 8381 -16
6593 1461 11
4994 264 -13
6077 2766 1
2073 7357 5
4468 1234 9
2150 1609 16
1311 1051 -7
7728 5738 13
4408 5849 13
3107 500 -10
2660 4217 14
307 9160 6
7123 395 -9
296 6883 -2
1926 8726 -7
5903 4032 -20
7812 2345 6
5847 6594 -15
2507 8168 12
4985 4464 18
1123 8145 -8
8981 8917 -19
7973 7539 -17
6679 6700 -11
7031 8281 9
9344 1164 5
8683 8717 -20
7610 2026 -7
2777 6132 -5
7892 3859 9
4964 1126 16
8167 5995 -5
4203 1068 -3
4504 9190 -7
1096 3003 -1
3639 2731 19
8484 1044 -1
7452 7362 -5
7383 5284 13
8817 8314 -1
5352 8270 -1
6980 4200 -9
9494 2439 18
9213 6064 11
7770 9053 9
1311 2999 -17
1537 854 16
1875 9907 -6
5369 5645 -18
5116 1543 5
5343 1804 4
5082 8475 -4
3304 4912 16
7966 1941 19
7471 3767 7
9434 7013 13
5094 2235 4
9683 7995 -12
3179 4571 20
4792 1411 -15
8396 2872 7
8958 4484 3
5734 788 -15
9506 2178 17
4770 8257 10
3629 7557 -16
8507 4298 -16
8476 6993 2
3685 2848 -16
308 5160 1
5351 5813 17
8007 136 -7
6145 3121 -16
7807 3841 -11
8742 2712 18
3889 4136 14
9204 3709 10
5678 764 8
3499 7153 20
957 9311 12
3722 1157 1
7023 3242 1
9868 9449 11
7986 8744 -13
7581 7136 4
1663 8549 -3
8342 3007 12
3476 4090 9
4663 5806 8
8050 9935 -15
8189 7552 18
9279 674 12
2488 4784 -19
8304 6931 -3
7270 7718 -9
782 496 17
3598 5929 -16
4168 4732 -2
6911 3280 -6
6514 1629 9
7996 5143 5
9361 8875 7
2142 8991 -5
4436 3942 9
476 2825 -10
589 5594 20
5704 3571 -4
6929 7185 2
2601 5204 -14
4187 7001 20
2234 3533 0
1198 4133 -2
8947 1606 9
6784 6901 14
9285 9277 15
9603 3987 6
214 2824 -9
9594 6162 6
9502 3410 9
1914 9604 -15
7006 2642 -5
650 8003 2
9909 4852 -18
2085 5783 -12
4939 5546 -5
5656 4759 -11
7696 6200 13
8172 1176 -18
7004 133 -19
7804 7431 15
1197 1331 -14
7839 7508 -4
882 6659 -13
4137 7550 -19
8075 624 -1
5839 1939 17
6663 1214 -2
484 3001 12
1149 9266 -13
4876 2128 3
821 1870 -11
127 5925 9
8106 4718 6
4100 7197 -10
2410 2916 -4
4327 7970 20
8016 1619 3
5430 7157 17
1010 2730 -11
7585 669 -7
5436 4522 -7
8531 685 -12
7224 2847 -2
3825 2388 -5
7873 8727 -4
317 9650 11
2093 7959 -8
8491 9301 0
7568 8117 1
9385 5359 -6
7328 4358 7
2693 2038 -16
7995 4621 13
6076 8274 -19
5589 3505 -14
849 1555 16
1506 2588 -20
4145 2740 -4
5470 9628 19
4275 3393 -8
3940 6549 16
6672 7722 17
7016 3236 -14
9530 4895 -10
785 7412 -19
9425 7203 16
8485 8948 19
6656 3680 -10
8459 9884 15
2309 5463 -15
4940 6948 13
1987 7106 15
3474 7676 6
5419 4125 -18
4152 9894 -9
5151 8498 14
4659 7053 -16
8022 9610 11
6803 4527 -14
6769 4703 20
3193 6935 -8
9059 3358 -18
963 894 -8
7599 81 -6
9376 1905 -20
8008 3767 -15
8806 7540 18
7068 2183 12
4299 6021 20
4448 9253 -3
3376 9603 -13
2997 47 7
6034 3539 -2
1857 1518 1
6743 5941 0
1689 2584 -5
6771 8398 20
8038 2812 18
3595 778 -10
7008 732 6
8745 5803 -8
8053 823 -19
2390 7874 -9
4592 7942 -4
7616 5264 -18
8517 3564 16
6613 9388 10
2890 3954 8
8366 7721 20
1762 3283 12
8141 3410 -8
3160 7062 10
926 7015 -19
5371 8365 4
3435 4414 13
133 3948 -18
8600 8840 -8
3170 4431 6
6493 922 -8
775 2202 15
6962 8118 16
5535 8064 -13
6211 8154 -1
2539 2981 1
406 8295 10
9323 9215 -10
2915 5788 12
3961 7907 18
4934 9318 -5
4067 6812 0
1094 1262 -1
3712 682 -6
7966 8661 -19
619 5081 -10
6823 7684 -16
9933 9952 5
6345 322 4
3988 8945 16
1545 3295 18
4601 7599 5
3775 4885 7
9323 6694 -17
4580 8131 -7
267 4294 7
6588 3813 -14
4957 4728 -1
8165 8901 15
3593 8035 -1
1050 7433 -4
9349 1070 17
1243 7922 -15
7701 6419 9
3478 6719 19
3866 6447 10
5787 6862 -13
6745 3371 7
4006 6309 -14
3293 7324 -9
8455 4001 6
7026 3151 -7
3747 4771 0
9782 3748 -11
3269 3427 -18
1648 2163 -20
4623 152 -9
6037 9667 -17
364 3780 5
5833 5831 20
9082 5979 16
3584 2774 7
9827 717 -10
4650 5711 20
3073 3997 -11
510 8934 0
745 922 8
9393 5428 17
9515 1665 15
3637 8870 2
5114 9190 12
4465 2768 10
6452 1823 12
4445 601 4
4356 9246 -9
4286 7607 19
9735 9180 -10
9598 5002 15
4391 5196 2
5678 8179 4
1921 5712 13
6593 8303 -1
5136 241 -4
8889 8459 4
1198 8546 -20
4184 4497 -17
1093 7112 -4
8714 8741 -16
2650 8343 14
33 6071 -9
5402 7843 -1
7143 145 6
5668 9546 9
9101 8543 6
7415 1784 -17
5764 4996 0
659 7999 11
7996 5221 5
706 2162 16
9952 6890 8
4363 2762 12
2931 7878 14
3498 5102 19
6295 5574 -9
2548 5337 3
3014 4770 6
6001 7359 -9
5965 5601 -4
9509 1225 16
4963 1927 -19
413 9064 -8
750 3930 18
8174 9675 4
1290 6728 -7
4388 4854 5
1804 8330 16
2553 1417 -7
7576 2841 19
584 3513 -20
7022 7805 -1
2560 1664 -2
40 6646 15
8976 4778 12
6882 8429 -2
273 5637 -5
4057 7173 -4
6720 6357 -11
1691 3621 11
1845 998 1
1480 3389 -7
1921 9143 -12
4986 7987 -16
9391 8274 5
4643 8969 -12
3374 9247 -10
3562 6519 11
1453 2545 -4
4838 7656 -11
98 527 16
5052 9918 -19
9395 886 -10
601 8286 15
9430 632 -14
6219 5489 -20
3692 1226 11
5728 9876 -6
5724 2428 -13
8392 4127 2
5569 5616 1
1592 5711 -12
7122 8675 -4
9735 5558 8
9346 2247 -5
248 7704 -14
7221 65 16
7010 8247 -17
9506 8596 -13
5748 4228 -11
9293 2023 -15
1311 7645 -5
1509 9361 2
3904 2769 14
8755 5461 3
404 1403 -20
2874 6215 -19
6845 1155 3
199 2889 16
1079 2204 -7
9330 2415 19
3111 4443 18
2217 9833 3
1911 8433 -15
6505 8894 -15
3282 3743 -16
5329 4749 3
9124 2164 19
5028 1769 -15
6665 5161 3
6652 919 13
3369 4337 19
6332 8781 8
7044 9141 -13
8582 4272 9
3716 1765 -6
590 7703 10
9522 6327 -13
9531 8625 -14
4876 1537 -1
3686 3567 -14
2277 7244 14
5912 8145 19
9686 3899 -16
2017 8532 13
1537 5240 11
5219 8100 7
9434 9518 -3
3749 8192 15
9162 7946 12
4186 1407 -12
8 882 -13
5149 6360 19
4999 688 19
6381 9591 -9
3927 9496 2
4918 1667 -18
9553 2107 3
8575 27 -13
7357 3594 2
7418 8257 -12
5449 6370 -1
2259 2880 -15
9141 8108 11
1748 8170 14
9464 5220 -6
539 1851 14
9677 6492 20
3261 9143 -8
5244 3117 -5
3852 9567 -19
2081 1487 -8
2604 385 15
8320 5196 3
8782 5514 -15
4723 6281 -17
3870 3052 12
4147 4859 20
9050 5550 -10
6696 8295 9
1162 7514 9
8684 5390 19
7685 4357 -20
1980 6044 -13
5737 605 -8
1684 5687 -2
5852 5261 9
4726 8131 6
6904 1109 -7
5887 1387 15
9614 9290 20
6201 8164 10
7700 7719 16
8412 4479 15
4863 9629 -19
9160 6942 0
9217 3607 8
6890 8562 -9
5951 8164 -3
6500 73 13
8668 9689 -12
2447 7944 12
8668 6895 13
1037 4106 -11
9447 6035 6
4649 7386 6
3301 8614 9
8787 4936 11
2256 5632 11
8499 2521 20
4726 8089 19
3094 9053 -5
5464 7351 -11
9582 6409 9
8186 4951 2
4938 2878 -18
1990 1449 18
3986 3694 12
7787 4659 10
8425 8906 -5
3124 8231 2
4855 1057 18
713 2304 7
2775 2260 16
3615 5038 -16
6812 3111 -9
8411 9710 -10
8551 1122 -12
8921 1407 6
5623 8129 9
1027 4767 7
829 689 9
1690 7421 10
651 193 6
6193 4787 4
4751 8480 8
9750 1230 -8
9281 2035 -1
8635 1245 15
