1000 4000
535 507 11
535 552 -15
535 854 -17
535 872 11
536 74 20
536 295 15
536 417 -8
536 643 -10
536 694 -7
536 702 -16
536 748 3
537 576 -12
537 674 -4
537 731 0
537 992 14
538 157 -16
538 239 13
538 335 -5
538 382 3
538 386 -12
538 551 18
538 681 -6
538 784 -10
539 232 -2
539 495 10
539 850 6
539 965 8
539 988 15
540 105 11
541 293 17
541 473 16
541 675 -14
542 76 9
542 220 -18
542 250 9
542 752 -7
543 447 11
543 532 5
544 121 2
545 447 12
545 870 -7
546 751 11
546 868 11
546 879 7
547 656 -7
548 111 -7
548 185 15
548 333 -8
548 389 -12
548 483 -10
548 485 0
549 316 11
549 341 10
549 903 9
549 996 -15
550 87 -6
551 193 13
551 268 -13
551 332 0
551 869 6
552 418 16
552 806 11
553 696 -13
553 982 10
554 646 -20
554 728 -4
554 771 -17
554 864 4
555 224 -9
555 547 -14
555 575 -6
555 909 -7
555 954 -15
555 958 2
556 38 1
556 149 -19
556 718 14
557 4 13
557 663 -18
558 100 -4
558 179 14
559 48 14
559 155 15
559 526 18
559 569 -15
560 113 -12
560 407 -14
560 554 -9
560 639 -2
561 150 15
561 488 10
561 538 20
561 983 -5
562 24 10
562 240 -8
562 999 13
563 80 18
563 181 -14
563 421 -12
563 858 15
564 219 20
564 325 14
564 498 12
564 687 8
564 708 -1
565 529 4
565 897 18
565 993 -3
566 145 -19
566 175 -7
566 354 10
566 364 -9
566 406 5
566 421 -4
566 497 -9
566 550 5
566 555 -3
566 680 -4
566 683 5
566 995 9
567 1 19
567 66 -9
567 573 1
567 722 -10
567 924 -2
568 38 -2
568 149 18
568 554 8
568 623 6
568 698 15
568 715 18
568 733 20
569 48 0
569 366 -20
569 491 1
569 591 -1
569 806 -5
570 743 10
571 161 -3
571 504 -15
571 544 0
571 683 10
571 702 -9
571 888 1
571 892 -14
572 82 -16
573 182 11
574 69 3
574 80 14
574 238 -4
574 398 1
574 486 14
574 912 -6
575 91 11
575 826 7
576 76 4
576 130 5
576 312 -4
576 589 -9
576 633 -9
576 761 14
577 518 -19
577 581 13
577 589 3
577 674 17
578 67 -6
578 148 8
578 173 -6
578 432 -4
578 448 20
578 891 -18
578 917 1
578 918 10
578 994 -17
579 177 -8
579 533 -3
579 811 -6
579 888 10
580 111 -5
580 154 -2
580 461 14
580 573 4
580 675 -20
580 707 8
580 817 -2
580 842 6
580 898 17
581 146 17
581 363 0
581 565 -6
581 671 -19
581 833 -15
581 864 -3
582 93 -1
582 323 -13
582 372 -17
582 486 -1
582 687 5
582 873 -17
583 53 -13
583 224 19
583 322 -2
583 973 13
584 344 12
584 412 5
584 469 -4
584 590 -7
584 692 -3
584 700 7
584 935 10
585 58 -12
585 685 13
585 736 8
586 54 -15
586 88 9
586 360 -1
586 404 -7
586 763 -20
586 985 12
587 148 -14
587 150 -13
587 544 -2
587 687 -2
587 866 2
587 915 10
588 12 17
588 27 16
589 310 8
589 459 -3
589 642 5
590 25 16
590 184 3
590 228 5
590 270 14
590 447 -6
591 337 1
591 606 0
592 376 -7
592 537 -4
592 590 -3
592 841 -5
593 155 14
593 569 9
593 587 -7
594 16 3
594 525 14
595 2 -1
595 98 5
595 182 -5
595 315 12
595 476 17
596 552 4
596 580 -8
596 648 -1
596 857 14
597 780 -16
598 12 -2
598 196 17
598 225 11
598 283 -7
598 881 -19
599 127 -4
599 276 -18
599 424 15
599 562 7
599 752 6
599 800 20
599 861 -6
600 86 17
600 416 18
600 678 -4
600 711 -17
600 904 -7
601 31 -5
601 125 0
601 525 -11
601 760 2
601 853 14
601 910 -17
601 914 18
602 108 -19
602 342 -8
602 433 12
602 919 -4
603 341 15
603 990 15
604 115 -3
604 535 -15
605 5 -8
605 304 -4
605 341 -18
605 648 -18
606 33 3
606 826 -19
607 357 -3
607 554 8
607 786 20
608 47 -16
609 18 6
609 41 -10
609 718 15
609 735 -3
610 30 -16
610 223 -11
610 461 14
610 777 -1
611 123 -9
611 364 8
612 8 -6
612 216 3
612 297 20
612 342 -14
612 364 7
612 639 9
612 852 9
613 116 14
613 149 -12
613 316 16
613 462 -12
614 170 -11
614 198 3
614 448 10
614 474 15
614 540 9
614 681 2
614 845 -12
615 559 1
615 751 -16
615 782 6
615 959 12
615 991 7
616 342 12
616 821 4
616 829 16
616 908 -5
616 956 -11
617 53 -8
617 56 17
617 83 -18
617 149 1
617 202 -4
617 215 -18
617 246 -15
617 330 20
617 842 -3
618 223 -2
618 292 15
618 390 -6
618 441 13
619 351 -19
619 735 -14
620 80 5
620 115 -20
620 212 -14
620 753 -5
620 954 13
621 78 17
621 494 -13
621 538 -12
622 4 -20
622 152 0
622 774 -12
622 829 -14
623 10 -4
623 556 -18
623 675 2
623 895 1
623 936 19
624 943 -15
625 11 -10
625 79 -17
625 164 2
625 561 -7
626 38 5
626 99 -11
626 527 -14
626 598 9
626 786 -2
626 948 -10
627 553 -10
628 256 -11
628 330 13
628 504 19
628 650 16
629 783 3
629 984 -19
630 289 14
630 733 17
630 895 12
631 157 5
631 700 -11
631 958 -5
632 547 14
632 623 -9
633 54 4
633 75 7
633 137 18
633 338 -18
634 301 19
634 831 -9
635 155 12
635 755 17
635 874 -2
635 923 -16
636 159 18
636 441 -14
636 499 -13
636 952 -5
636 983 -20
637 216 14
637 434 15
637 710 14
637 857 -7
638 96 -9
638 364 6
639 452 -8
639 651 -4
639 740 9
639 908 -13
640 143 5
640 561 9
640 636 17
640 677 4
640 923 -12
641 232 17
641 559 -3
641 747 14
641 796 16
641 961 -14
642 509 -2
642 931 12
642 998 -16
643 264 -19
643 749 -14
643 917 -14
644 88 0
644 121 8
644 421 -14
644 429 17
644 435 -10
645 214 -5
645 244 13
645 562 14
645 612 -14
646 154 12
646 561 -14
646 767 -19
647 52 -19
647 363 -9
647 510 -20
647 902 -20
648 122 -10
648 243 -3
648 661 12
649 104 -18
649 516 14
649 518 3
649 583 -11
650 172 19
650 405 -4
651 18 -12
651 45 -2
651 290 -8
651 336 -13
651 477 4
651 487 -2
651 906 -1
652 90 6
652 92 2
652 199 17
652 316 -15
652 558 -7
652 634 -15
652 644 16
652 707 14
653 289 -7
654 550 15
654 781 14
655 749 -14
656 217 -12
656 375 3
657 38 -11
657 277 19
657 290 10
657 343 -18
657 367 0
657 769 -4
658 86 -15
658 134 7
658 151 -2
658 425 -8
658 456 -8
658 909 8
659 190 9
660 201 10
660 797 15
661 538 5
661 664 -18
661 800 0
661 877 -15
662 139 -16
662 184 20
662 310 9
662 456 11
662 733 -6
663 37 -3
663 174 10
663 187 -12
663 579 4
663 741 15
664 421 4
664 952 0
665 131 -15
665 219 -10
665 754 0
666 328 12
666 430 -18
666 641 -13
666 691 -2
666 701 -11
667 556 -12
667 560 -5
667 620 -13
668 332 5
668 581 9
669 21 -11
669 681 14
669 894 -2
669 913 9
670 68 -1
670 124 -19
670 195 -3
670 388 20
670 811 -15
670 976 -6
671 31 5
671 75 -13
671 446 -10
672 46 -4
672 104 9
672 164 -17
672 438 -7
672 746 -2
672 834 1
673 27 -7
673 99 -5
673 355 7
673 823 15
673 969 6
674 645 17
674 671 5
674 711 3
675 100 12
675 682 5
675 875 13
675 993 -7
676 135 9
676 411 -15
676 835 -13
676 960 -18
677 264 0
677 561 -10
677 598 13
678 44 -1
678 173 14
678 324 10
678 364 -1
679 438 6
679 620 1
679 759 4
679 929 10
679 956 12
680 69 -1
680 634 -4
681 9 -19
681 208 14
681 326 16
681 514 7
681 993 16
682 103 11
682 267 -6
682 485 12
682 493 1
682 594 -2
682 619 -1
682 659 -17
682 757 2
683 157 -17
683 430 -3
683 466 -13
683 667 -9
684 162 10
684 371 -2
684 818 -16
685 196 11
685 337 -10
685 459 2
685 791 -2
685 994 -13
686 121 -15
687 14 11
687 258 -12
687 528 -5
687 584 11
688 526 -4
688 557 15
688 584 -2
688 708 6
688 746 -9
688 789 5
689 410 -13
690 56 -13
690 84 15
690 186 20
690 635 -17
690 782 15
691 23 -5
691 87 -14
691 161 10
691 255 4
691 338 -1
691 421 15
691 774 7
691 915 10
692 52 -13
692 101 -6
692 568 -3
692 826 3
693 209 -4
693 545 13
694 232 -10
694 487 12
695 284 -4
695 333 17
695 824 7
696 249 -20
697 264 8
697 273 -6
697 759 -3
698 85 0
698 121 -4
698 301 -15
698 444 -18
698 884 9
698 989 7
699 608 -7
700 239 3
700 259 -3
700 583 -15
700 802 -3
700 826 4
700 885 10
701 374 16
701 486 -12
702 0 3
702 51 -1
702 154 -12
702 158 3
702 185 -20
702 316 11
702 465 5
702 637 -4
702 677 9
702 934 -5
703 242 -14
703 250 -11
703 536 -3
703 615 -11
703 676 -12
703 846 9
704 86 -2
704 123 2
704 416 0
704 443 -12
704 768 -15
705 680 20
706 130 6
706 253 10
706 411 -9
706 903 17
707 643 13
707 668 -6
707 933 -18
707 945 0
707 959 -19
708 72 -1
708 158 10
708 582 17
708 599 -19
708 848 2
708 914 -17
709 112 15
709 164 9
710 18 -1
710 152 4
710 328 2
710 538 11
710 643 19
710 655 15
710 820 4
710 918 7
710 921 7
711 155 -15
711 161 8
711 343 17
711 406 -4
712 914 10
713 64 16
713 301 17
713 571 -10
713 668 -17
713 735 8
714 596 7
714 808 14
714 856 -17
714 931 2
715 90 -7
715 280 -11
715 712 11
715 757 20
716 134 17
716 162 19
716 227 -9
716 346 11
716 447 8
716 846 -15
716 871 -1
716 927 6
717 525 13
717 618 -6
717 728 6
717 884 2
719 4 -20
719 231 4
719 529 8
719 839 -13
720 212 0
720 636 -9
720 788 20
721 589 -8
721 854 16
721 939 20
722 166 1
722 170 8
722 471 -8
722 545 2
722 985 -4
723 58 17
723 413 -14
723 490 7
723 495 -2
723 563 8
723 736 4
724 626 13
724 731 -9
724 768 -14
724 812 -1
724 941 4
725 53 -16
725 158 1
725 500 6
725 630 -11
725 714 15
725 865 -17
726 156 0
726 438 -2
726 547 0
726 787 20
726 879 -7
727 21 9
727 344 14
727 345 -4
727 477 -8
727 594 -14
727 615 6
727 642 3
727 711 3
727 911 18
728 464 19
728 627 -18
728 871 -7
729 240 -20
729 716 4
729 801 7
729 925 14
729 972 3
730 323 -8
730 687 -5
730 790 14
731 42 -17
731 171 -14
732 30 -8
732 50 0
732 136 -2
732 604 20
732 656 12
732 909 14
733 210 -3
733 244 9
733 460 -10
733 768 -6
734 201 -5
734 249 1
734 585 0
734 621 -16
734 660 9
734 696 0
734 965 5
735 209 6
735 486 -2
735 549 -5
735 791 -15
735 870 3
736 54 -8
736 439 13
736 462 -6
736 466 14
736 814 12
736 884 -12
737 83 -16
737 457 12
737 818 19
738 46 -8
738 103 -10
738 225 -7
738 411 11
738 535 0
738 991 -16
739 343 4
739 449 17
739 698 -8
740 411 16
740 435 11
740 590 3
740 785 -6
740 827 12
740 935 9
741 138 14
741 325 8
741 993 6
742 218 -3
742 535 -9
742 634 -15
742 975 1
743 264 17
743 324 12
743 673 -6
743 693 -20
743 895 10
744 364 6
744 400 1
744 454 -16
744 586 20
745 7 -19
745 323 -2
745 466 -18
745 963 10
746 210 -10
746 217 15
746 267 13
746 467 6
746 679 -5
746 981 11
747 16 -1
747 942 9
748 950 1
749 153 5
749 193 17
749 244 13
749 460 -3
749 606 -4
749 682 0
749 753 17
750 107 9
750 542 5
751 417 -6
751 459 11
751 796 -18
752 196 17
752 372 2
752 452 5
752 782 1
752 880 -18
753 152 17
753 685 -9
753 987 4
753 993 -7
754 330 -13
754 385 10
754 424 2
754 487 8
754 877 15
755 57 -19
755 302 10
755 456 -18
755 711 15
755 838 -7
755 926 -3
756 358 -5
756 879 13
756 973 7
757 676 14
757 944 13
758 657 12
758 822 -12
759 672 3
760 76 10
760 410 17
760 717 11
760 925 1
760 937 -19
761 252 9
761 393 -20
761 790 -20
761 815 14
762 297 -12
763 520 5
763 740 11
764 473 4
764 699 -19
764 952 -3
765 535 -17
765 625 12
765 718 -3
765 767 -1
766 114 6
766 164 -13
766 322 9
766 360 -4
766 516 -14
766 876 9
767 22 -18
767 309 12
767 507 2
767 750 1
767 786 -13
767 890 -16
768 941 -17
769 167 18
769 772 11
769 792 2
769 828 -9
770 317 16
770 788 -19
771 882 -4
772 163 -14
772 345 19
772 379 -5
772 394 -7
772 527 4
772 844 -15
772 974 -13
773 600 6
773 626 -12
773 772 17
773 877 1
774 189 -4
774 378 -14
774 532 -18
774 645 18
774 977 -1
775 50 6
775 845 -18
775 897 -3
775 985 18
776 224 4
776 485 -3
776 594 -9
777 317 19
777 412 13
777 591 3
778 394 -11
778 395 -12
778 399 -6
778 450 7
779 480 -18
779 751 -10
779 846 14
779 897 4
780 74 -3
780 545 -13
780 811 12
780 915 -12
781 211 11
781 480 17
781 487 -6
781 535 12
781 545 3
781 911 5
782 256 15
782 335 1
783 15 15
783 51 11
783 135 -5
783 385 -18
784 36 -3
784 175 -1
784 348 13
784 497 14
784 824 3
784 889 -11
785 225 5
785 254 0
785 394 3
785 461 -5
785 683 8
785 737 10
785 889 -19
786 160 -16
786 542 10
786 896 1
787 550 2
788 308 5
788 641 17
788 989 13
789 264 0
790 89 19
790 202 -10
790 312 9
790 620 -4
790 673 15
791 222 -15
791 450 3
791 618 10
792 648 0
792 919 2
793 594 5
793 612 5
793 691 20
794 301 6
794 894 16
794 958 9
795 128 -11
795 137 -8
795 163 -11
795 265 15
795 987 -2
796 596 -2
796 800 -4
796 856 8
796 927 14
797 137 -9
797 443 -9
797 520 15
797 830 -3
798 124 13
798 438 0
798 966 -18
798 991 5
799 480 18
799 535 3
799 630 -12
799 982 -8
800 2 15
800 121 4
800 215 -20
800 979 19
801 136 -19
801 174 0
802 375 -1
802 584 18
802 764 -10
802 829 -9
803 191 20
803 296 18
803 590 16
803 659 1
804 99 -20
804 301 -20
804 364 -12
804 513 19
804 877 3
805 31 5
805 45 4
805 126 -9
805 227 9
805 728 -8
805 769 8
805 880 -14
806 458 -3
806 824 -19
807 94 14
807 194 5
807 336 15
807 372 -8
807 448 -17
807 976 -11
808 163 8
808 656 11
809 12 2
809 396 16
809 995 -6
810 9 -4
810 278 20
810 365 11
810 452 18
811 297 9
811 438 -9
812 30 10
812 151 -18
812 366 -19
812 626 0
812 951 10
813 527 -16
814 198 18
814 365 -11
815 233 -12
815 343 -12
815 818 7
816 44 20
816 159 -19
816 168 -10
816 391 -3
816 467 -10
816 785 -16
816 820 9
816 833 3
817 149 -20
817 419 -4
817 597 6
817 814 5
818 251 5
818 263 20
818 288 -6
818 351 -6
818 789 -5
818 833 10
819 72 -3
819 83 -10
819 200 9
819 955 15
820 35 -6
820 650 3
820 820 20
820 982 -19
821 215 17
821 513 -2
821 537 -14
821 541 -17
821 613 14
821 792 9
821 930 -18
822 502 16
822 683 -13
823 238 -2
823 579 -19
823 636 8
823 687 20
824 8 -11
824 165 19
824 476 -8
824 487 14
824 502 -5
824 937 -20
825 370 -15
825 502 5
825 561 7
825 721 -13
826 324 7
827 20 0
827 86 6
827 278 4
827 308 -6
827 389 -1
827 807 -17
828 17 -6
828 46 -19
828 111 7
828 537 -16
828 623 -10
828 664 17
828 733 -12
828 936 -17
828 941 3
828 975 -3
829 493 13
830 99 15
830 302 -16
830 857 -4
831 2 -4
831 198 9
831 294 -19
831 567 -11
831 570 11
831 869 -10
832 443 9
832 809 6
832 905 7
832 910 0
833 90 16
833 310 2
833 491 -17
833 755 -10
834 83 -9
834 154 -5
834 176 -12
834 305 1
834 311 14
834 334 19
834 857 -7
834 898 16
835 110 13
835 692 13
835 718 3
836 73 -4
836 479 0
836 556 9
836 796 -12
837 82 -11
837 493 -9
837 735 -6
838 224 -19
838 266 2
839 14 -20
839 186 -4
839 397 15
839 567 -14
840 43 0
840 334 9
840 335 8
840 955 -6
842 242 9
842 662 10
842 818 0
842 933 -16
843 269 -10
843 725 15
843 770 -16
843 815 -4
844 309 -2
844 373 2
844 614 8
845 155 19
845 313 -18
845 573 18
846 112 -10
846 160 16
846 276 -18
846 558 -3
846 774 -11
846 852 0
847 244 -5
847 326 5
847 370 -11
847 401 -4
847 855 20
847 956 -12
848 20 0
848 159 -10
848 511 -9
849 46 -4
849 607 -19
849 615 -15
849 643 5
849 697 -9
849 728 -12
849 815 8
849 842 19
850 620 -5
850 791 20
851 559 10
851 858 -12
851 908 9
852 322 8
852 429 2
852 986 -5
853 419 -18
853 600 20
854 280 1
854 895 -4
855 753 -1
855 870 -20
856 51 -15
856 479 18
856 483 -16
856 680 -11
856 946 12
857 621 -12
857 781 12
857 886 -1
857 959 -20
858 49 -6
858 235 10
858 500 -17
858 598 -19
858 618 15
858 638 4
858 746 -13
858 942 19
859 127 15
859 148 -1
859 684 -9
859 756 -12
859 827 16
859 872 1
859 874 -8
860 263 -1
860 349 16
860 532 -1
860 700 -7
860 726 -16
860 883 18
861 285 0
861 386 14
861 450 5
861 584 1
861 606 20
861 850 15
862 98 1
862 868 -6
863 128 -3
863 275 -9
864 54 4
864 353 14
864 525 -6
864 720 4
864 820 18
864 860 -18
865 257 4
865 756 17
866 280 9
866 348 1
866 473 2
866 501 17
866 783 11
866 791 -14
867 213 -6
867 289 -18
867 438 -10
867 513 0
867 573 -10
867 628 1
869 40 -19
869 87 -6
869 208 13
869 323 1
869 549 -10
869 987 -7
870 174 -18
870 179 2
870 284 3
870 480 -15
871 166 -10
871 244 -10
871 488 13
871 673 -13
871 691 13
871 751 -6
871 775 15
872 453 -16
872 464 2
872 665 20
872 666 12
872 954 -8
873 69 -17
873 303 -19
873 336 -12
873 414 -14
873 490 3
873 878 9
873 981 -1
875 154 4
875 172 -5
875 330 -6
875 638 4
875 743 -3
875 854 10
876 820 -7
877 332 15
877 562 -13
877 600 17
878 636 -8
879 206 -13
879 257 4
879 515 -3
879 681 0
879 750 -5
879 911 -8
880 199 0
880 544 -19
880 619 11
880 731 12
881 792 17
882 248 -14
882 260 10
882 427 -8
882 705 -19
883 156 -10
883 430 -17
883 729 -19
884 125 7
884 329 -4
884 632 10
884 837 -17
884 998 -20
885 247 -20
885 814 2
886 89 6
886 207 -4
886 243 -17
886 738 -9
887 23 -11
887 902 18
888 23 -6
888 250 -17
888 400 -2
889 80 13
889 716 11
889 761 -12
889 794 6
890 155 -11
890 297 -3
890 349 -3
890 555 13
890 988 -11
891 71 -5
891 154 3
891 340 14
891 348 -12
891 422 10
891 599 -10
892 35 6
892 151 -16
892 227 10
892 447 2
892 472 -4
892 920 0
893 221 6
893 268 -12
893 290 17
893 710 8
893 722 2
894 380 12
894 567 -10
894 629 15
895 813 -14
896 131 1
896 442 15
896 716 10
896 735 -15
896 976 1
897 300 -19
897 423 19
897 467 -16
897 588 19
897 707 13
898 85 -4
898 186 14
898 203 11
898 354 -17
898 700 -11
898 988 -8
899 515 -18
899 859 -18
899 862 6
900 132 -1
900 626 13
900 843 0
900 896 -5
901 368 19
901 407 -17
902 32 19
902 150 12
902 419 -13
902 435 11
902 477 1
902 596 17
902 617 -9
903 968 0
904 412 14
904 543 2
904 642 8
904 964 9
905 303 14
905 552 0
905 822 7
906 237 15
906 297 8
906 440 19
906 525 -20
907 455 -4
907 774 8
907 895 -5
907 930 -15
908 325 -3
908 550 6
908 737 -4
908 911 -11
909 357 -16
909 475 11
909 514 -10
909 573 -16
909 808 -13
910 69 -4
910 141 1
910 235 2
910 341 8
910 759 4
911 165 -12
911 231 6
911 946 17
912 29 -8
912 61 -12
912 273 13
912 873 -2
913 55 -14
913 178 7
913 536 9
913 570 0
913 643 11
914 54 12
914 80 -4
914 308 -15
914 426 11
914 469 20
914 695 20
915 254 6
915 296 -4
915 807 1
915 882 7
916 110 10
916 111 -1
916 566 -19
916 852 -15
917 373 14
917 446 -15
917 781 0
918 88 13
918 107 -18
918 303 19
918 311 -6
918 482 20
918 959 15
919 349 -12
919 608 11
919 966 -18
920 150 14
920 179 17
920 415 -4
921 347 10
921 411 -14
921 722 5
921 754 1
922 774 -10
923 388 -1
923 666 10
923 853 18
923 916 12
925 43 3
925 843 5
926 41 9
926 64 17
926 195 -8
926 578 20
926 663 17
926 726 -8
926 824 17
926 957 13
927 138 -20
927 806 -16
927 842 11
928 207 3
928 413 12
928 634 -8
928 824 -19
928 878 13
928 926 -5
929 12 -15
929 213 19
929 344 4
929 521 3
930 156 4
930 585 14
931 306 -1
931 512 -2
932 198 14
932 970 3
933 170 -9
933 525 2
933 582 0
933 678 11
933 776 -18
934 188 -10
934 580 6
934 772 11
934 860 17
935 737 -18
935 889 5
936 100 14
936 389 -5
936 908 11
936 936 3
936 943 -9
937 7 -1
937 358 11
937 624 11
937 684 8
938 395 -15
938 589 -1
938 874 2
939 28 20
939 169 16
939 368 20
939 807 -6
939 903 15
940 159 2
940 483 -17
940 920 6
941 304 -8
941 313 -12
941 366 -17
941 630 17
942 260 13
942 328 -18
942 585 1
942 628 15
942 813 -9
942 962 8
943 830 -17
943 873 15
943 917 -19
943 973 18
944 89 -8
944 482 16
944 669 3
944 794 12
944 896 -9
945 33 -9
945 131 -14
945 647 -11
946 201 16
946 411 11
946 558 17
946 662 -1
946 750 14
946 778 -8
946 809 -3
946 861 -12
946 897 5
947 406 0
947 555 -8
947 613 -11
947 870 2
947 959 -13
948 613 -5
948 852 -11
949 21 5
949 209 8
949 423 -11
949 542 9
949 558 -17
949 917 -7
950 186 9
951 543 -13
951 644 19
952 655 -18
953 280 -13
953 702 -5
954 937 8
955 41 2
955 516 0
955 775 5
956 429 13
956 686 7
957 737 8
958 66 17
958 138 -4
958 218 -9
958 493 2
959 25 -4
959 497 19
959 836 -8
959 889 2
959 925 -17
959 957 -8
960 104 -2
960 526 20
960 607 -14
960 756 -6
960 945 10
961 154 -4
961 550 14
962 42 -18
962 57 -13
962 134 12
962 378 17
962 840 -8
963 44 -17
963 162 -10
963 365 14
963 366 -2
963 424 18
963 577 -1
963 732 6
963 962 8
964 185 19
964 311 -11
964 424 -19
964 466 19
964 524 -12
965 64 -19
965 334 -15
966 237 12
966 469 -3
966 645 -8
967 226 -9
967 262 10
967 386 -16
967 884 -7
967 970 11
968 181 8
968 239 -5
968 269 -18
968 615 -8
968 688 19
968 816 20
968 829 8
968 839 11
968 991 -14
969 353 -15
969 506 -8
969 569 -17
969 835 -6
969 918 13
970 285 -10
970 301 -2
970 532 -10
970 545 18
970 876 -1
971 746 20
971 756 -1
971 757 15
971 969 7
972 110 20
972 521 15
973 609 15
973 749 -17
973 972 17
973 973 13
974 200 14
974 592 18
974 786 -9
974 944 -17
975 852 -15
975 884 16
975 949 5
976 34 11
976 232 20
976 236 20
976 913 0
977 115 -20
977 129 -16
977 444 2
977 575 15
977 642 12
977 723 -16
977 862 14
978 470 -15
979 3 15
979 328 -16
979 533 -19
979 702 -15
979 952 0
980 170 -10
980 365 -12
980 627 -15
980 662 10
980 750 -19
980 968 11
981 53 19
981 220 12
981 226 -19
981 300 -7
981 549 -20
981 687 -6
981 803 -2
981 947 -16
982 380 -2
982 445 -11
982 660 12
982 760 16
983 201 -8
983 209 15
983 750 7
984 13 3
984 443 19
984 555 -19
985 88 18
985 127 10
985 269 -6
985 311 12
985 485 -3
985 610 -14
985 619 -14
985 640 19
985 811 -12
986 26 -7
986 421 14
986 869 15
987 301 -14
987 673 19
987 731 -17
988 288 -1
988 333 19
988 494 3
988 529 4
988 751 -9
988 967 -4
989 534 -4
989 728 18
990 13 -5
990 164 -9
991 69 1
991 249 -12
991 452 9
992 88 -20
992 707 17
992 996 -11
993 446 -2
993 485 4
994 35 -13
994 79 -17
994 469 12
994 819 11
994 853 0
994 863 -10
995 69 16
995 243 -2
995 338 20
995 438 13
996 17 18
996 94 -11
996 867 8
997 277 -3
997 389 -16
997 434 9
997 549 -12
997 833 -15
997 991 -15
998 15 9
998 145 -14
998 745 13
999 575 -18
999 752 -9
