10000 40000
1847 146 -2
1847 2260 2
1848 2249 -7
1848 2576 -13
1848 6731 -16
1849 1105 2
1849 7161 1
1849 7551 -2
1849 9779 11
1850 589 6
1850 2018 -19
1850 5519 -16
1850 5590 -14
1850 9242 17
1850 9477 -20
1851 3258 -18
1851 7951 0
1852 2736 9
1852 2823 6
1852 5765 -20
1852 8220 -15
1852 9825 18
1853 304 6
1853 5141 9
1853 8856 -3
1854 1076 20
1854 5884 19
1854 7671 -8
1854 8563 10
1854 8718 11
1855 316 -11
1855 1733 -18
1855 2379 -9
1855 7047 -1
1855 9077 -4
1855 9100 13
1856 2038 -14
1856 2858 -16
1856 4137 8
1856 5390 11
1856 7938 -2
1856 8212 -5
1856 8755 -12
1856 9534 -18
1856 9564 -17
1857 1518 1
1857 2191 8
1857 3551 -3
1857 4334 -20
1857 5433 -19
1857 5711 -17
1857 7004 -11
1857 7907 7
1857 9503 -18
1857 9784 -2
1858 2006 17
1858 3068 12
1858 4487 7
1859 1497 12
1859 3894 1
1859 4107 -9
1859 4173 12
1859 5011 9
1859 9925 -4
1861 1154 19
1861 1746 -18
1861 2078 19
1861 2417 -6
1861 2536 20
1861 2968 -1
1862 1390 1
1862 3785 -20
1862 4596 17
1862 6460 -15
1863 953 -19
1863 1234 5
1863 2419 -1
1863 3773 17
1863 5672 6
1863 7569 6
1863 9990 -8
1864 1382 -9
1864 3499 -3
1864 5550 -13
1865 2560 1
1865 2950 -15
1865 4976 -9
1865 8431 17
1865 8900 -1
1866 6196 15
1866 7048 1
1866 8870 2
1866 9459 6
1867 269 -6
1867 3507 3
1867 5680 7
1867 8559 0
1868 1351 -20
1868 1989 9
1868 2937 20
1868 9309 -20
1869 7989 -4
1869 9070 0
1870 2489 15
1870 3088 10
1870 3730 -14
1870 5157 8
1870 5959 5
1870 9614 -11
1871 8756 10
1871 9774 0
1872 897 16
1872 2400 -20
1872 4030 5
1872 7691 7
1872 8154 -4
1873 1108 -19
1873 2051 -5
1873 2198 4
1873 2265 -5
1873 5305 -10
1873 6263 19
1873 8166 -16
1873 9594 11
1874 9883 6
1874 9909 15
1875 742 9
1875 1225 20
1875 3639 -18
1875 6047 19
1875 7406 -14
1875 9907 -6
1876 8965 20
1877 444 -3
1877 1110 -1
1877 1501 -10
1877 1560 6
1877 5989 -19
1877 7047 19
1877 7099 -13
1878 3609 -11
1878 5838 12
1878 5859 -2
1878 9256 0
1879 845 -16
1879 4819 12
1879 6767 0
1879 7817 16
1880 1232 19
1880 9034 -11
1881 5271 20
1881 6821 -19
1881 7219 -15
1881 9170 -9
1882 5239 -2
1882 6098 17
1882 6438 0
1882 6739 9
1882 7940 -4
1883 4107 -6
1883 6435 6
1883 7099 -2
1883 7178 -6
1883 7478 -17
1884 352 -19
1884 668 -17
1884 5382 6
1884 6039 -10
1885 2430 -15
1886 1989 -17
1886 2407 7
1886 9630 -4
1887 299 -17
1887 556 0
1887 877 17
1887 1884 10
1887 2201 8
1887 2665 -6
1887 3246 -13
1887 5004 17
1887 7749 14
1888 7444 -3
1888 9683 20
1889 182 -4
1889 366 -3
1889 1512 0
1889 3710 -18
1890 3772 11
1890 3818 2
1890 8527 10
1891 1039 20
1891 2674 14
1891 4453 11
1891 4661 15
1891 6308 -18
1892 5662 -18
1892 6316 11
1892 6879 3
1892 7796 -17
1893 5523 -11
1893 7080 11
1894 1447 10
1894 2310 -17
1894 8082 4
1894 9437 12
1895 716 19
1895 1522 -14
1895 2611 1
1895 2989 -8
1895 5568 4
1895 7399 14
1895 7514 -1
1895 7551 -2
1896 1480 2
1896 1632 16
1896 3032 -3
1896 6697 9
1896 9821 -9
1897 1394 7
1897 8319 12
1897 8412 -20
1897 8569 13
1898 165 -9
1898 6677 5
1898 9401 14
1899 1642 1
1899 2313 11
1899 5001 5
1899 5274 -6
1899 7751 -16
1901 1667 -16
1901 2638 17
1901 7745 7
1901 7958 20
1901 9329 12
1902 524 20
1902 1758 -15
1902 3628 4
1903 2316 18
1903 3765 -12
1903 9882 3
1904 1276 -4
1904 1956 2
1904 4272 11
1905 3425 7
1905 7923 -14
1905 8811 -10
1906 2430 -17
1906 7804 -10
1906 7886 14
1906 8817 -19
1906 9825 13
1906 9834 19
1907 5248 14
1907 5451 14
1907 7512 0
1907 8041 -13
1909 566 4
1909 628 0
1909 1193 -16
1909 5487 -15
1909 7211 -11
1909 8176 -7
1910 561 -1
1910 1054 0
1910 1794 -14
1910 4529 -2
1910 5395 -7
1911 1076 -16
1911 4118 3
1911 5022 -17
1911 5255 -2
1911 7108 -9
1911 8433 -15
1912 1552 -4
1912 3262 6
1912 4576 -4
1913 3810 3
1913 3936 17
1913 8345 20
1914 592 12
1914 1972 -3
1914 2018 -18
1914 3140 -9
1914 3755 -17
1914 4861 17
1914 9604 -15
1914 9837 -8
1915 7615 3
1915 7686 2
1915 9988 -19
1916 4689 4
1916 9925 17
1917 1460 -14
1917 7485 1
1918 4360 0
1918 5613 11
1918 6113 3
1918 6183 -17
1919 3410 19
1919 6413 -8
1919 9551 10
1919 9757 -12
1920 792 5
1920 1246 17
1920 2992 15
1920 3422 13
1920 4144 -5
1920 7142 -10
1920 9128 -2
1920 9155 -7
1921 2492 -5
1921 5712 13
1921 6195 -17
1921 6320 6
1921 6373 20
1921 6776 7
1921 7118 -9
1921 7496 -12
1921 7921 5
1921 9143 -12
1922 2083 0
1922 9711 14
1923 771 -20
1923 2740 -8
1923 3841 -11
1923 3958 12
1923 5608 -7
1923 5965 3
1923 6807 5
1924 1407 20
1924 3526 -13
1924 4480 -16
1924 4588 -6
1924 6219 -11
1924 7172 -4
1924 7420 -2
1924 9539 9
1925 694 2
1925 869 -8
1926 5491 7
1926 7243 8
1926 8726 -7
1927 1496 -8
1927 4241 -13
1927 5440 16
1927 8509 -7
1928 136 16
1928 777 -9
1928 9466 2
1929 1524 5
1929 1553 -12
1929 2058 -5
1929 4880 -17
1929 5457 -7
1929 9544 -6
1930 2344 4
1930 2377 -13
1930 4168 1
1930 5044 1
1930 5854 12
1930 6092 -17
1930 6497 3
1931 1396 -10
1931 2316 -11
1931 9060 17
1932 2345 8
1932 3734 -16
1932 4261 -19
1932 5433 -8
1932 6315 10
1932 7564 -7
1933 3150 5
1933 5271 19
1933 5979 -6
1933 7190 -12
1933 8114 18
1934 4701 17
1934 4902 -20
1934 5349 10
1934 9718 -19
1935 3927 -2
1935 4614 -19
1935 5283 -15
1935 7432 -14
1935 9162 -15
1936 706 20
1936 2573 -9
1936 7137 -12
1936 9154 15
1936 9394 11
1937 358 12
1937 460 -5
1937 3572 -1
1937 6650 2
1937 6846 -14
1937 6999 11
1937 7112 17
1937 7732 4
1937 9594 -7
1938 2339 -8
1938 3371 -3
1938 3680 -10
1938 4097 -7
1938 4949 16
1938 5849 0
1938 5967 -7
1938 7821 0
1938 8786 -15
1939 355 11
1939 467 -1
1939 5742 -10
1939 7634 -12
1940 890 17
1940 1369 -3
1940 3310 10
1940 5607 -17
1940 6480 -17
1940 7470 1
1940 8512 0
1941 8255 11
1942 1481 14
1942 5190 15
1942 6088 -10
1942 6954 -2
1943 4886 8
1943 5593 20
1943 5923 15
1943 6093 7
1944 1373 -13
1944 2089 12
1944 3338 -20
1944 3591 -20
1944 6287 -19
1944 6444 -11
1944 9716 18
1945 176 11
1945 3399 -7
1945 9279 -11
1946 3766 -12
1946 5175 12
1946 6058 13
1946 6694 20
1947 767 -5
1947 1859 6
1947 3212 -9
1947 4307 4
1947 6365 2
1947 8205 -8
1947 8563 -16
1948 2528 -1
1948 4170 19
1948 6253 -2
1948 6340 -9
1948 9410 -19
1949 1417 15
1949 3545 -12
1949 8079 0
1950 5547 7
1951 388 20
1951 1621 15
1951 6072 19
1951 6429 -19
1951 7764 19
1951 8183 -1
1951 9203 -19
1951 9731 -4
1952 4740 6
1953 363 15
1953 1025 -1
1953 1798 -1
1953 2385 3
1953 3833 3
1953 4168 0
1953 6134 6
1953 8864 13
1953 9718 -14
1955 2829 -15
1955 3931 -15
1955 4350 10
1955 5828 7
1955 7000 14
1955 7517 17
1955 7855 3
1956 2852 -13
1956 4265 14
1956 7020 -4
1956 7868 -4
1957 497 -19
1957 2637 20
1957 4689 -16
1957 9066 0
1958 585 -3
1958 3278 -11
1958 3883 2
1958 4095 -9
1958 6605 5
1958 7749 -2
1958 8086 10
1959 182 -4
1959 1206 -7
1959 1225 13
1959 5764 -7
1959 6432 -11
1960 3650 9
1960 7446 15
1961 996 -2
1961 5572 10
1961 7718 15
1961 8170 -11
1961 8373 4
1961 9272 20
1962 9192 -17
1963 2836 -17
1963 5785 3
1963 6110 -19
1963 6764 -2
1963 7574 -13
1963 8958 -11
1963 9588 -18
1964 246 12
1964 1242 -17
1964 2951 -6
1964 3661 -18
1964 4119 1
1964 6284 -16
1965 901 1
1965 3730 -16
1965 6768 -10
1965 7261 0
1965 7989 5
1965 9085 8
1966 369 16
1966 9916 18
1966 9970 -1
1967 757 5
1967 4999 -2
1967 9562 20
1968 339 1
1968 4593 3
1970 142 0
1970 249 16
1970 1628 -6
1970 6217 20
1970 9593 6
1970 9652 6
1971 495 -19
1971 2639 14
1971 2974 10
1972 6113 -17
1973 3823 4
1973 5204 -10
1973 8092 -12
1974 1586 -6
1974 2586 -19
1974 3708 -1
1974 5743 -3
1975 196 7
1975 576 6
1975 4285 18
1975 6286 16
1975 7257 13
1975 9310 -5
1976 2283 6
1976 3248 -7
1976 5551 6
1976 8495 8
1976 8522 -4
1977 5981 -2
1977 7403 16
1978 1551 11
1978 3757 17
1978 5570 -14
1978 7156 1
1979 3842 14
1979 3850 7
1979 5553 19
1980 1194 -15
1980 2508 -13
1980 2826 4
1980 5693 -14
1980 6044 -13
1981 2091 6
1981 4884 17
1981 6511 -9
1982 6191 6
1982 8461 -9
1982 8926 16
1983 7054 18
1983 8408 5
1983 9185 -4
1983 9334 -4
1984 4741 -20
1985 1078 -3
1985 5262 10
1985 8359 -19
1985 8590 -2
1985 9676 12
1986 136 10
1986 1245 -10
1986 2521 -5
1986 3290 -18
1986 3480 -11
1986 6084 -19
1986 9424 2
1987 4326 -4
1987 7106 15
1987 9221 -2
1988 2657 -19
1988 6287 16
1988 7429 -5
1988 9621 -15
1989 271 7
1989 914 4
1989 1128 -7
1989 1300 -5
1989 5885 -10
1989 6497 20
1989 7518 -19
1989 7634 -16
1989 9675 10
1990 1449 18
1991 9183 -4
1991 9594 -19
1992 803 8
1992 6030 -10
1994 1075 -7
1994 5903 -11
1994 7231 -16
1995 744 16
1995 1944 12
1995 2614 -9
1995 3332 0
1995 6036 0
1996 698 -14
1996 2500 16
1996 4009 -5
1996 7655 8
1996 8919 -16
1996 9479 -12
1996 9585 2
1997 2163 3
1997 3070 9
1997 5974 -7
1997 8493 -17
1998 2713 16
1998 7689 3
1999 9812 -6
2000 8397 17
2001 2760 12
2001 4368 3
2001 6106 -14
2002 3575 0
2002 4163 -19
2002 8169 3
2002 8633 -14
2003 3289 19
2003 6486 4
2003 9940 -4
2004 5313 -2
2005 1365 20
2005 3754 -17
2005 4659 -15
2005 8457 -4
2006 1337 -18
2006 5234 -7
2007 438 12
2007 2507 6
2007 3027 -1
2007 5322 18
2007 6521 -9
2007 6595 -15
2007 9764 -8
2008 3630 17
2008 4779 5
2008 7505 14
2009 6044 3
2010 86 17
2010 3069 15
2010 8568 -8
2010 9282 -7
2010 9480 3
2011 1263 -19
2011 1314 11
2011 2074 16
2011 2411 13
2011 4653 -6
2011 4852 9
2011 7829 -2
2011 9770 -19
2012 7394 8
2012 7513 -13
2012 8180 -4
2012 8648 -12
2012 9943 6
2013 3797 8
2013 7253 -12
2013 7526 -6
2013 8792 16
2014 1366 -13
2014 3245 -7
2014 8627 17
2015 330 11
2015 463 4
2015 1195 -12
2015 2043 5
2015 3033 11
2015 4275 -16
2015 7835 -19
2017 2142 -20
2017 4883 17
2017 5803 -12
2017 7265 -14
2017 8532 13
2018 407 -5
2018 1191 19
2018 6970 -5
2020 5130 16
2020 5218 20
2020 8748 18
2021 5359 -12
2021 6905 -1
2021 7591 -2
2021 9746 -7
2022 573 15
2022 4829 -16
2023 865 15
2023 992 -18
2023 3011 2
2023 3198 -5
2023 6057 -8
2023 8917 10
2025 605 7
2025 2733 -9
2025 8343 2
2026 395 -20
2026 1014 -11
2026 4507 -13
2027 3057 -14
2027 3359 -3
2027 4344 16
2027 5188 17
2027 9349 15
2028 8196 -3
2028 8485 -18
2030 878 -12
2031 412 3
2031 2107 -9
2031 3281 0
2031 3395 17
2031 8473 -15
2032 4237 -13
2032 5964 -13
2032 9315 13
2033 5367 -7
2033 5754 -2
2034 4185 -10
2034 4345 -4
2034 6401 -19
2034 6797 10
2035 859 -1
2035 1727 16
2035 2949 1
2035 4943 12
2035 5446 -11
2035 5613 2
2035 6064 11
2035 9801 -4
2036 113 -14
2036 3027 2
2036 3699 8
2036 5295 16
2036 5846 -20
2036 7917 -13
2036 9807 7
2037 1346 12
2037 9513 6
2038 883 -19
2038 7647 -12
2038 8392 -3
2038 8494 -11
2040 2021 -8
2040 2636 8
2041 4657 13
2041 5588 -13
2041 5981 18
2041 6295 16
2041 6631 -4
2042 5862 7
2042 5944 -3
2042 6638 19
2042 7393 -7
2044 13 -4
2044 401 0
2044 1038 -14
2044 4772 8
2044 4902 -18
2044 6981 -12
2045 2625 -12
2045 5247 -10
2045 6097 -11
2045 6484 7
2045 8311 -7
2046 4838 -9
2046 6327 -18
2047 2423 -1
2047 4098 20
2047 7775 -10
2048 576 11
2048 5669 18
2048 5873 -15
2048 8196 11
2049 531 -7
2049 2998 -11
2049 4801 -2
2049 5527 -20
2049 5744 20
2049 6387 1
2049 7805 3
2049 9231 -11
2050 128 -17
2050 747 9
2050 1086 4
2050 5436 -15
2050 8088 -20
2050 9855 19
2051 623 -5
2051 9350 -17
2052 1014 12
2052 4386 4
2052 5648 3
2053 3027 -15
2053 4812 -1
2053 6650 2
2054 1623 13
2054 1706 -10
2054 8079 9
2054 8849 6
2054 9057 15
2055 3707 -14
2055 4978 3
2056 1777 -20
2056 2261 9
2057 315 7
2057 2415 -11
2057 3063 -20
2057 7566 6
2057 8944 9
2057 9820 8
2058 80 -6
2058 3375 8
2059 2676 -11
2059 3743 -9
2059 5890 16
2059 8173 20
2059 9001 -9
2059 9863 5
2060 1799 7
2060 1868 -9
2060 6583 8
2061 3848 -7
2061 5250 7
2061 5550 9
2061 7313 -3
2061 8883 7
2062 1650 2
2062 6959 20
2062 7241 17
2062 9638 11
2063 2220 8
2063 4255 0
2063 6606 10
2064 1246 -10
2064 5137 -10
2064 8482 -9
2065 1986 3
2065 6350 -16
2065 8710 -16
2066 5648 -8
2066 7046 20
2067 5866 -18
2067 8985 -13
2068 5262 3
2068 6374 -11
2068 6910 -1
2068 7464 -6
2068 8538 -15
2069 2104 9
2069 4360 -17
2069 4568 -12
2069 5772 9
2069 7206 -15
2069 7563 12
2069 9013 -9
2069 9210 7
2069 9261 11
2070 1439 -20
2070 8372 12
2071 1840 -2
2071 1850 13
2071 2620 13
2071 5055 17
2071 8584 -18
2072 199 2
2072 2603 10
2073 5993 -12
2073 7357 5
2073 8806 16
2073 8842 -2
2073 9036 -5
2074 3103 14
2074 3174 -17
2074 4411 -19
2074 7957 6
2075 237 -20
2075 933 -18
2075 3340 -14
2075 4567 -12
2075 5116 -1
2075 7829 -2
2075 8918 -13
2075 9079 -17
2075 9136 4
2076 1082 -15
2076 5296 13
2076 7042 16
2076 8131 19
2077 879 20
2077 5152 8
2077 9773 6
2078 229 12
2078 521 1
2078 1054 16
2078 3055 16
2078 4108 11
2078 5568 -12
2078 5915 -9
2078 8886 12
2079 2021 17
2079 4606 -13
2079 4843 11
2079 6992 8
2080 3613 3
2080 6178 16
2080 6193 13
2080 6517 -14
2081 383 -10
2081 1487 -8
2081 1658 -15
2081 4457 19
2081 7087 8
2082 2017 8
2082 2498 18
2082 4557 3
2083 5848 16
2083 6033 4
2083 6549 -5
2083 8190 15
2083 9862 -20
2084 1209 16
2084 4770 1
2085 5783 -12
2085 6993 12
2085 9635 -10
2086 916 -2
2086 6837 19
2086 8429 19
2086 9013 -3
2087 2465 9
2087 4327 -7
2088 2927 11
2088 3480 -19
2088 5165 6
2088 6388 1
2088 8037 17
2088 8542 -4
2088 9245 4
2089 4187 4
2089 6797 -7
2090 2853 4
2090 6838 15
2090 7150 10
2091 3444 -5
2092 1381 14
2092 1445 -18
2092 5101 -12
2092 6107 20
2092 6212 -12
2092 7414 -9
2092 7847 -15
2092 8783 -20
2092 9042 6
2093 3018 8
2093 4305 11
2093 5565 12
2093 7959 -8
2093 9044 -14
2094 3062 -19
2094 3567 0
2094 3922 -7
2094 5555 15
2094 6505 -12
2094 6784 5
2094 7370 -7
2095 6083 -6
2095 9385 10
2096 3733 -8
2096 4686 -7
2096 5030 -2
2097 89 -20
2097 818 -14
2097 3051 -19
2097 3973 -7
2097 6210 16
2097 7501 17
2098 513 12
2098 3588 -19
2098 7487 13
2098 7693 -4
2098 8057 -2
2099 3070 -7
2099 6026 -14
2099 8926 6
2099 9026 0
2099 9575 -3
2100 205 -12
2100 1445 11
2100 1584 16
2100 3893 2
2101 9874 0
2102 1572 2
2102 2514 -1
2102 2880 12
2102 5493 18
2102 9083 15
2103 4006 -11
2103 5116 14
2103 6864 14
2103 7128 6
2103 9510 14
2104 1706 -9
2104 2704 -1
2104 4614 20
2104 6286 17
2105 1113 -5
2105 4550 -4
2105 5017 14
2106 1189 12
2106 2456 -13
2106 3161 8
2106 7478 13
2106 7652 -10
2107 226 18
2108 229 9
2108 480 -1
2108 4861 16
2108 4949 -8
2108 6042 14
2109 4550 -4
2109 5074 -6
2109 5722 -20
2109 6028 -19
2110 2715 -1
2110 2777 0
2110 3533 -18
2110 6178 8
2110 7012 -1
2111 2090 -9
2111 3601 -12
2112 8880 -14
2112 9599 -2
2113 228 3
2113 8983 9
2114 958 9
2114 9126 -4
2115 4068 17
2116 339 -14
2116 866 -11
2116 1422 20
2116 2112 16
2116 2931 15
2116 3433 -8
2117 1760 -6
2117 2491 -1
2117 2561 -1
2117 4414 -15
2117 9830 -1
2118 1063 16
2118 3432 20
2118 9602 2
2119 1268 -15
2119 2464 -13
2119 5014 2
2119 8386 -10
2120 6576 5
2120 7522 15
2121 2098 17
2121 3126 5
2121 4818 20
2121 6406 5
2121 9913 -6
2122 2716 -8
2122 3408 -14
2122 4283 -13
2122 5936 14
2122 8837 8
2123 1441 -17
2123 3447 18
2124 1440 3
2124 2856 16
2124 7278 16
2124 7722 8
2124 7950 -6
2125 1185 7
2125 1296 -13
2125 2262 -5
2125 2291 1
2125 3139 13
2126 4989 -2
2126 5160 10
2126 5654 18
2126 8291 -13
2127 2590 10
2127 6112 17
2127 9331 -15
2128 6456 -16
2128 6752 4
2128 7741 0
2128 9268 -1
2129 1858 -20
2129 6193 16
2129 7383 -4
2129 8093 -11
2130 2931 14
2130 8388 -16
2130 8883 16
2131 1755 -20
2131 4342 -19
2131 5960 8
2131 6044 15
2131 6676 10
2131 7183 -11
2132 1652 1
2132 2768 16
2132 6182 -9
2132 9369 0
2133 3721 -7
2133 4265 -1
2133 4542 7
2133 8414 12
2135 132 -15
2135 1704 -17
2135 2268 7
2135 2665 -7
2135 4520 -19
2135 5211 -7
2135 7508 -8
2135 7766 -9
2137 6030 -15
2138 474 -14
2138 1041 1
2138 1997 -2
2138 3581 -5
2138 3688 18
2139 1550 2
2139 2831 -13
2139 6145 10
2139 8664 -2
2140 1141 11
2140 3658 -17
2140 3856 -20
2140 4527 -7
2140 4954 -8
2140 6271 -6
2140 9501 -17
2141 2658 -2
2141 4845 6
2141 9836 -9
2142 1116 17
2142 4874 7
2142 6373 -2
2142 8991 -5
2142 9332 2
2143 5218 -5
2144 8532 -6
2144 8912 2
2145 2357 -19
2145 2641 -16
2145 5114 -16
2145 5405 13
2146 2182 -19
2146 4631 -1
2146 4994 4
2146 7078 -1
2146 7639 14
2147 79 10
2147 119 1
2147 723 15
2147 799 -7
2147 4836 4
2148 5068 -1
2148 5069 -20
2149 1751 1
2149 5593 -2
2149 7173 -15
2150 1609 16
2150 4466 18
2151 2066 11
2151 8923 18
2151 9770 9
2152 120 6
2152 585 -6
2152 1632 -15
2152 2167 -19
2152 8840 12
2153 829 11
2153 2085 16
2153 2324 7
2153 8850 6
2154 1649 -12
2154 6933 -17
2154 7763 14
2154 8379 -6
2155 437 -9
2155 1214 10
2155 2146 18
2155 2711 0
2155 9101 -15
2156 923 16
2156 9026 -16
2156 9612 15
2157 2429 12
2157 4022 10
2157 4924 9
2157 5748 -4
2158 825 -13
2158 5060 8
2158 7621 19
2159 1487 -19
2159 4895 8
2159 4979 17
2159 7662 -5
2159 7802 -9
2159 8128 -1
2159 9136 -4
2160 2164 11
2160 4657 20
2160 6126 -4
2160 9737 11
2161 986 5
2161 1098 5
2161 7869 2
2161 9869 -16
2162 512 -18
2162 2758 -11
2162 3633 -18
2162 3916 18
2162 7584 -7
2163 615 5
2163 8017 -9
2164 1641 -3
2164 6223 0
2164 6814 3
2164 7208 20
2164 8045 -2
2165 479 -20
2165 744 20
2165 1845 19
2165 2177 16
2165 3869 20
2165 6444 17
2165 8955 12
2165 8988 0
2165 9003 -5
2166 5496 6
2166 7780 9
2167 1238 -16
2167 5342 16
2167 7084 -20
2167 7119 3
2167 8689 12
2168 3454 -8
2168 4044 14
2168 4434 5
2168 9528 -5
2168 9599 18
2168 9997 7
2169 1718 12
2169 4344 -3
2169 7372 -11
2170 558 4
2170 6759 -4
2171 4729 -5
2171 5814 8
2172 1131 -16
2172 5019 -17
2172 8144 9
2173 1112 -18
2173 6394 19
2173 9016 11
2173 9527 -19
2174 569 -10
2174 1452 18
2174 1618 -2
2174 2653 19
2174 3243 -6
2174 3734 3
2174 5957 2
2174 8754 4
2174 8866 12
2175 2726 10
2175 6896 -13
2175 8767 -7
2176 877 10
2176 1658 -9
2176 2444 -17
2176 3276 6
2176 6611 -4
2177 5540 16
2178 348 14
2178 3420 -14
2178 4049 -3
2178 6461 19
2179 8759 11
2180 973 -15
2180 2191 19
2180 3734 -17
2180 4251 -9
2180 5125 -20
2180 6495 -11
2180 7080 16
2180 7385 -3
2181 861 -15
2181 1168 -6
2181 4737 -20
2181 4895 18
2181 6961 3
2181 7349 7
2181 9032 20
2182 6246 -19
2182 7745 6
2182 8626 -13
2182 9185 -2
2183 1711 -13
2183 3028 -5
2183 4606 -8
2183 7134 11
2183 8420 0
2183 8680 -13
2184 2800 -1
2184 3458 9
2184 3515 -4
2184 6131 17
2184 7480 -11
2185 2241 -8
2185 3514 19
2185 5865 -5
2185 9124 -8
2185 9722 -6
2186 1040 18
2186 1815 12
2186 3281 12
2186 3837 13
2186 4151 -19
2186 6256 8
2186 9619 -16
2187 8042 -17
2188 5047 -16
2188 6304 -18
2188 7512 -14
2188 7907 -4
2188 9864 -11
2189 431 7
2189 3288 17
2189 3911 15
2189 5719 17
2189 8371 -11
2189 9228 -1
2190 307 18
2190 566 -4
2190 1414 -18
2190 1466 1
2190 7269 -2
2190 7425 3
2190 9245 -17
2191 444 10
2191 1443 6
2191 2826 19
2191 5027 15
2191 5247 -16
2191 5908 -13
2191 7381 -9
2191 9589 10
2192 1885 -7
2192 3492 3
2192 9474 -13
2193 1222 -17
2193 4523 -18
2193 4946 -20
2193 6571 5
2193 6772 19
2193 7580 -4
2193 8013 13
2194 1830 -15
2194 3122 20
2194 3757 17
2194 7155 -12
2194 7794 11
2195 1566 -6
2195 4385 9
2195 8467 -13
2195 9057 -13
2196 4639 -12
2196 5307 19
2196 6614 17
2196 7061 4
2196 9437 14
2197 616 -18
2197 1791 -1
2197 3294 -9
2197 5892 16
2197 7113 -5
2197 9839 0
2198 233 -19
2198 983 -12
2198 5719 5
2198 8630 -12
2199 4221 17
2200 671 10
2200 1456 -16
2200 2477 -13
2200 3675 20
2200 6124 6
2200 6977 -3
2200 8628 -8
2200 8900 -11
2201 310 -20
2201 3441 4
2201 8292 -13
2201 8317 -20
2201 9235 -9
2202 2203 -15
2202 3186 -9
2202 3953 -3
2203 1888 -18
2203 2853 2
2203 3819 -16
2203 8508 8
2204 395 15
2204 2102 7
2204 3292 20
2204 7346 1
2204 9633 19
2205 9285 0
2205 9629 16
2206 5771 -13
2206 6118 20
2206 7542 -6
2207 974 -19
2207 3836 -1
2207 9594 13
2208 1921 -14
2208 3056 11
2208 3590 -12
2208 9908 -9
2209 679 7
2209 9173 10
2210 3716 -13
2210 5826 -2
2210 8535 -2
2210 9095 20
2211 4923 -16
2211 4958 -19
2212 566 -20
2212 1652 -18
2213 2836 1
2213 5879 -5
2214 5283 -19
2214 6705 9
2215 620 2
2215 735 -10
2215 874 6
2215 3653 6
2215 8163 2
2217 1838 -7
2217 2931 -4
2217 6535 -19
2217 9833 3
2218 581 -4
2218 1849 12
2218 2254 -5
2218 3050 18
2218 3100 14
2218 3261 1
2218 5225 -18
2218 6401 -10
2219 1184 7
2219 2512 -3
2219 5093 -2
2220 6029 -10
2221 1860 11
2221 3479 -20
2221 8914 -18
2222 2454 14
2222 2487 2
2222 2669 -12
2222 4666 3
2222 5146 -5
2222 5389 11
2222 7313 -11
2222 8736 10
2223 207 4
2223 4945 -18
2223 7454 17
2223 9264 6
2224 406 8
2224 2007 -18
2224 6372 1
2224 8605 20
2224 9627 13
2224 9811 -16
2225 7360 -18
2225 7921 7
2225 8045 -5
2226 1130 -17
2226 4477 17
2226 4638 -4
2226 6670 0
2226 7163 17
2226 9244 -10
2227 672 -13
2227 1388 3
2228 1630 -15
2228 2964 0
2228 4669 -16
2228 6387 7
2228 7063 -15
2228 7724 15
2228 9470 -13
2229 3683 -19
2229 6682 12
2230 4468 14
2230 4825 -11
2230 6365 -6
2230 7507 -13
2231 1323 20
2231 4108 -4
2231 4168 -8
2231 5470 11
2231 8432 19
2231 9313 17
2232 4446 9
2232 4924 -4
2233 4010 6
2234 3533 0
2234 6517 7
2235 918 1
2235 4348 -9
2235 5344 3
2235 5824 15
2236 4897 14
2236 5490 20
2236 6071 19
2236 8134 -19
2237 937 -8
2237 2737 -8
2237 5870 16
2237 6733 -6
2237 8214 6
2237 9890 2
2238 1102 8
2238 5175 19
2238 5678 16
2238 9767 13
2239 1028 -6
2239 7079 -8
2239 7783 9
2239 9512 -2
2240 2001 -6
2240 6173 2
2240 6646 18
2240 6681 -15
2241 129 20
2241 8118 -4
2242 5040 -1
2243 757 10
2243 1249 9
2243 1585 6
2243 2253 1
2243 2721 -7
2243 3921 -2
2244 483 7
2244 1034 15
2244 2922 -12
2244 3848 -13
2245 4494 -19
2245 5021 -10
2245 6385 6
2245 6657 -2
2246 2684 15
2246 3921 2
2246 5175 -3
2246 6991 4
2247 209 -12
2247 2063 -3
2248 2096 1
2248 2187 15
2248 5760 7
2248 5889 17
2248 7277 8
2248 8188 -4
2249 1177 -6
2250 417 -13
2250 1534 -11
2250 3922 17
2250 5447 -5
2250 6656 7
2250 8709 -6
2250 8799 -19
2250 8949 -8
2251 576 -2
2251 3814 12
2252 2482 13
2252 5488 10
2252 5931 -4
2252 6708 15
2253 3391 -12
2253 3770 4
2253 4467 -2
2253 9773 -13
2254 895 -9
2254 1866 -6
2254 4334 19
2254 5276 12
2255 894 -6
2255 6614 10
2255 7541 -16
2256 2727 -3
2256 4329 6
2256 5632 11
2256 6433 -15
2256 7864 18
2256 8483 11
2256 8907 -7
2256 9144 -17
2256 9280 -9
2257 93 15
2257 2648 -17
2257 3214 1
2257 4298 19
2257 6816 -19
2258 7432 -12
2259 2880 -15
2259 4384 -10
2259 5244 -18
2259 5736 -6
2259 8242 15
2260 149 -1
2260 853 5
2260 3212 4
2260 4222 -9
2260 4631 6
2260 5110 -4
2260 6450 20
