1000 4000
910 759 4
725 865 -17
574 486 14
871 673 -13
77 616 5
500 534 -2
851 858 -12
57 581 -14
967 970 11
14 985 10
635 874 -2
994 853 0
623 895 1
736 466 14
804 877 3
779 897 4
281 604 -11
980 365 -12
414 223 17
907 455 -4
684 818 -16
433 546 11
564 325 14
526 255 -8
746 210 -10
408 323 -20
181 581 -20
306 341 12
104 746 -14
239 77 -8
698 884 9
804 513 19
104 289 -8
790 620 -4
219 137 5
907 930 -15
70 365 -8
456 437 7
280 771 -2
280 22 -3
620 115 -20
280 364 -3
809 396 16
17 930 16
332 22 12
306 475 -8
695 284 -4
354 630 15
476 616 -1
714 931 2
345 72 1
471 873 11
710 152 4
633 338 -18
251 472 19
702 637 -4
662 733 -6
828 623 -10
600 904 -7
896 735 -15
900 843 0
926 726 -8
47 94 13
114 830 -4
239 158 15
218 273 18
909 357 -16
675 100 12
470 499 15
667 620 -13
601 31 -5
713 571 -10
600 678 -4
914 308 -15
949 917 -7
578 432 -4
792 919 2
423 0 6
151 434 7
305 490 -8
941 630 17
788 641 17
567 924 -2
579 177 -8
390 958 9
332 746 -17
971 757 15
60 914 17
632 547 14
541 473 16
952 655 -18
985 127 10
994 863 -10
481 833 1
729 925 14
243 579 18
767 890 -16
169 431 9
68 110 -9
565 993 -3
757 944 13
828 46 -19
665 219 -10
690 635 -17
349 157 -9
505 320 9
275 550 0
394 835 -14
48 308 11
499 930 -13
882 427 -8
832 910 0
854 280 1
956 429 13
660 201 10
548 389 -12
943 973 18
16 237 -19
425 689 17
184 494 5
364 504 -16
985 311 12
551 193 13
26 705 18
177 373 18
327 247 -14
316 862 -2
144 215 10
983 209 15
253 581 -4
424 337 -17
818 263 20
9 996 -10
51 413 5
517 186 -6
645 214 -5
777 412 13
864 820 18
687 258 -12
915 807 1
168 609 18
800 2 15
859 684 -9
738 991 -16
376 894 12
97 463 -1
192 669 16
649 583 -11
417 414 -20
864 353 14
609 718 15
14 181 13
24 124 -12
329 920 18
395 657 -3
450 746 19
808 163 8
286 549 18
569 591 -1
32 543 -13
617 53 -8
324 413 3
821 930 -18
361 656 14
319 360 13
708 72 -1
697 273 -6
9 37 -20
502 986 12
566 683 5
988 751 -9
646 561 -14
96 996 20
325 678 1
460 307 17
392 486 16
158 69 -9
401 982 13
94 874 16
399 374 3
425 462 -19
517 340 18
552 418 16
539 232 -2
520 272 7
332 990 -4
410 399 -6
327 147 11
219 822 13
974 786 -9
469 336 15
10 11 -12
289 884 -9
318 943 -18
83 15 6
457 216 -16
330 651 -4
485 949 8
750 107 9
780 811 12
670 388 20
29 80 20
19 485 5
827 389 -1
104 999 -12
244 444 8
663 741 15
687 528 -5
566 406 5
409 727 6
785 737 10
23 939 5
823 579 -19
496 534 -8
443 455 -3
867 628 1
483 808 -12
460 388 -11
328 845 -19
746 467 6
649 516 14
161 229 7
246 137 18
951 644 19
530 684 -11
708 582 17
216 304 -12
684 371 -2
994 469 12
248 841 -11
580 461 14
113 459 -15
369 496 -2
290 542 -5
151 930 18
660 797 15
331 515 6
350 538 19
819 72 -3
865 257 4
121 807 6
861 450 5
968 839 11
648 122 -10
134 995 -20
670 68 -1
1 708 -15
167 964 -2
117 44 -15
502 764 7
449 490 -17
673 355 7
812 626 0
552 806 11
110 895 10
673 27 -7
417 674 -5
479 596 1
87 831 6
157 325 -9
201 889 15
979 328 -16
834 334 19
537 674 -4
307 482 -3
993 446 -2
976 232 20
977 115 -20
747 16 -1
926 64 17
364 663 -17
127 487 13
662 139 -16
313 827 -6
318 869 8
469 613 -2
513 846 3
4 254 5
546 751 11
804 364 -12
335 465 9
55 564 -10
55 99 20
918 482 20
349 881 5
142 136 -16
836 796 -12
253 442 -19
882 248 -14
732 136 -2
720 212 0
459 593 15
338 295 -11
52 752 7
760 410 17
286 547 7
108 556 6
503 571 -20
207 364 -9
176 322 -9
839 397 15
858 638 4
322 227 6
566 175 -7
858 746 -13
28 428 8
589 642 5
150 830 -18
586 404 -7
629 984 -19
767 22 -18
737 818 19
614 681 2
578 891 -18
323 995 11
361 687 19
83 152 11
63 389 -5
83 415 16
376 783 -14
468 493 19
66 696 -18
569 491 1
668 332 5
376 888 3
967 884 -7
452 832 10
360 943 -3
501 500 -18
866 783 11
129 559 -17
28 545 16
75 618 15
335 301 13
59 389 -15
825 561 7
478 608 -17
951 543 -13
144 420 -18
446 284 7
305 805 18
575 826 7
149 648 -12
918 959 15
697 264 8
285 645 -1
215 22 10
599 562 7
666 641 -13
480 521 -8
495 463 7
879 681 0
834 857 -7
600 711 -17
598 12 -2
184 618 4
642 998 -16
106 17 8
985 640 19
842 242 9
800 979 19
847 326 5
744 364 6
10 638 -9
750 542 5
775 845 -18
107 302 7
577 674 17
119 410 -7
796 856 8
873 414 -14
290 152 15
735 549 -5
610 461 14
548 483 -10
290 469 -2
709 112 15
409 925 14
503 526 0
457 547 -2
164 454 13
380 805 6
713 64 16
567 573 1
541 675 -14
751 459 11
507 311 9
448 999 6
19 678 -3
401 767 -1
94 374 12
595 2 -1
949 542 9
163 81 8
400 655 -15
512 169 -18
607 357 -3
466 158 11
599 861 -6
289 931 -5
851 908 9
555 224 -9
483 938 13
977 723 -16
221 892 -1
847 401 -4
720 788 20
735 791 -15
29 195 -2
155 781 16
566 555 -3
121 948 -18
113 935 -16
816 44 20
387 637 4
672 834 1
380 968 5
8 750 8
112 380 -6
521 336 -5
729 716 4
997 277 -3
458 787 -2
386 269 18
421 645 19
509 706 -11
639 651 -4
327 69 -17
152 509 14
880 199 0
969 569 -17
32 489 5
693 209 -4
152 199 3
499 465 3
708 914 -17
159 868 18
796 927 14
727 642 3
991 452 9
497 579 12
658 134 7
615 559 1
185 713 -18
145 680 15
286 437 12
615 991 7
733 768 -6
279 896 15
805 769 8
355 327 15
849 815 8
923 388 -1
175 272 -7
691 338 -1
474 632 16
726 547 0
6 630 9
839 567 -14
175 662 12
73 539 20
810 365 11
563 181 -14
278 200 1
356 482 17
621 78 17
277 974 -8
242 449 1
110 189 9
124 596 -10
431 728 -14
846 112 -10
870 480 -15
834 176 -12
147 548 -6
594 525 14
884 837 -17
558 179 14
194 186 6
543 447 11
934 188 -10
923 666 10
213 840 -3
581 363 0
401 670 8
417 744 19
240 462 20
641 796 16
580 675 -20
424 753 20
707 959 -19
275 58 -3
677 561 -10
340 613 -15
584 469 -4
760 76 10
413 30 -9
126 609 -4
402 119 17
567 722 -10
875 154 4
573 182 11
834 305 1
457 768 1
350 883 8
191 202 -16
324 436 -17
161 534 13
160 283 11
735 870 3
875 172 -5
936 100 14
754 877 15
566 497 -9
763 740 11
373 343 -4
691 87 -14
47 714 -8
901 368 19
416 393 18
74 287 18
223 130 10
6 334 -16
88 382 5
97 337 14
91 350 4
730 687 -5
440 47 14
603 341 15
116 536 -7
286 493 -5
74 418 19
731 171 -14
804 301 -20
438 33 19
521 835 -8
839 14 -20
253 801 -3
536 74 20
635 155 12
261 806 -11
262 308 -7
481 175 17
183 192 19
873 69 -17
271 50 -16
379 368 14
786 160 -16
676 135 9
221 458 -1
777 591 3
297 716 10
16 200 16
478 472 -1
217 228 -5
172 671 9
351 888 17
585 685 13
571 683 10
45 592 -14
840 43 0
819 200 9
188 692 -3
222 888 7
754 330 -13
216 911 1
84 532 -11
188 489 -3
712 914 10
892 151 -16
434 912 4
150 232 -6
812 366 -19
189 564 6
690 186 20
83 120 -17
59 622 5
398 860 14
43 570 3
150 618 11
908 325 -3
353 156 -4
111 542 -7
237 134 12
119 581 7
427 8 -16
504 651 20
661 664 -18
216 565 -16
156 5 8
304 671 -18
805 31 5
474 424 -11
525 756 0
822 683 -13
706 130 6
304 567 17
69 595 9
318 152 -4
825 502 5
517 520 -20
13 496 -19
233 12 -8
929 12 -15
75 523 14
109 535 20
293 617 19
882 705 -19
946 750 14
869 87 -6
284 552 4
44 400 -17
144 317 3
299 433 2
205 333 19
16 566 1
902 477 1
301 986 0
396 267 6
959 957 -8
195 319 8
711 406 -4
926 663 17
355 313 2
98 387 13
860 726 -16
663 37 -3
652 634 -15
255 700 -15
256 662 12
202 632 -6
847 244 -5
584 590 -7
27 53 4
262 542 -5
339 547 -6
225 506 13
204 426 -2
656 375 3
688 708 6
891 599 -10
945 647 -11
429 997 -14
169 939 8
455 484 15
581 671 -19
531 862 -5
407 965 -11
526 26 7
226 26 8
849 728 -12
545 870 -7
106 659 2
47 466 15
285 372 6
817 149 -20
933 525 2
567 66 -9
513 433 -12
249 85 15
490 605 14
693 545 13
761 790 -20
450 296 1
208 321 -7
789 264 0
964 311 -11
554 771 -17
195 477 -7
473 47 5
861 584 1
764 473 4
960 945 10
109 150 2
824 165 19
241 481 15
781 211 11
979 702 -15
19 97 6
946 662 -1
601 125 0
351 306 -12
202 207 18
714 596 7
151 42 5
455 48 -16
847 370 -11
586 88 9
562 999 13
130 899 -4
133 739 13
204 622 -7
657 343 -18
310 965 -2
72 358 16
358 438 8
1 791 -11
77 750 9
790 89 19
760 937 -19
937 358 11
432 152 -1
646 767 -19
877 600 17
17 438 -1
780 74 -3
211 861 -5
818 288 -6
754 487 8
422 57 -20
494 283 -20
578 917 1
599 752 6
525 397 -8
702 51 -1
195 604 1
100 600 9
427 383 10
738 46 -8
845 155 19
106 404 -4
835 718 3
980 750 -19
160 353 20
300 173 -17
979 952 0
906 297 8
991 69 1
723 563 8
496 322 -6
190 990 15
144 787 -12
879 206 -13
913 178 7
929 213 19
221 869 -8
214 615 0
726 438 -2
118 67 -8
142 853 11
520 473 -11
105 235 -4
351 215 -10
892 920 0
370 349 -14
727 911 18
788 308 5
419 566 19
105 445 -3
904 412 14
341 397 17
309 638 10
988 967 -4
687 14 11
909 475 11
213 400 -19
542 752 -7
616 956 -11
58 862 1
790 673 15
639 740 9
12 117 -14
959 497 19
30 259 -3
171 8 0
744 586 20
238 858 16
322 551 6
825 721 -13
949 423 -11
77 744 5
785 254 0
49 639 3
7 501 -19
805 880 -14
349 47 17
598 196 17
890 297 -3
727 345 -4
163 58 5
406 613 8
605 5 -8
793 594 5
182 745 -16
824 476 -8
67 645 3
150 944 -7
236 277 6
312 703 -9
181 788 1
568 698 15
670 976 -6
663 187 -12
497 183 -5
879 750 -5
963 424 18
390 642 -5
42 175 18
261 813 18
993 485 4
107 930 4
415 439 11
310 491 -17
8 357 16
212 358 -4
496 697 -3
314 131 -3
106 482 1
363 332 -12
371 570 -12
577 581 13
516 397 10
825 370 -15
95 624 -14
70 489 2
147 29 -10
845 313 -18
902 32 19
896 131 1
400 675 -1
68 646 8
949 21 5
311 247 17
362 143 19
980 968 11
201 459 2
136 737 0
619 351 -19
820 982 -19
299 362 -10
968 239 -5
31 170 16
79 650 -11
63 867 -8
977 444 2
982 380 -2
672 746 -2
729 240 -20
320 469 -19
824 937 -20
520 322 -1
254 444 18
247 451 -9
219 648 17
904 964 9
22 670 -14
200 619 4
284 228 5
756 973 7
265 127 -13
58 561 16
985 610 -14
461 280 13
387 885 18
749 193 17
291 710 -14
226 308 -12
98 266 -2
439 289 -7
538 681 -6
617 330 20
574 238 -4
332 948 10
388 769 19
755 57 -19
149 128 -18
131 423 -4
57 54 2
804 99 -20
224 699 15
875 638 4
965 334 -15
691 255 4
653 289 -7
372 818 10
995 338 20
472 415 -19
220 102 -1
99 118 -5
134 908 -5
944 482 16
342 914 -10
12 550 9
842 933 -16
770 788 -19
41 861 -1
891 340 14
235 150 -16
135 773 6
190 485 11
511 230 17
370 520 12
529 452 3
767 309 12
574 69 3
732 604 20
448 701 -9
198 433 0
465 557 -2
175 132 -9
513 535 12
630 895 12
379 640 -14
776 224 4
767 750 1
816 159 -19
928 878 13
151 22 -6
418 373 -17
451 616 11
763 520 5
690 56 -13
578 994 -17
812 151 -18
72 833 -17
502 175 -20
525 375 18
640 143 5
533 936 -3
880 731 12
935 889 5
466 759 -7
304 570 -4
997 833 -15
195 256 -18
284 931 4
1 89 -8
977 129 -16
906 237 15
73 263 17
177 304 3
832 443 9
661 877 -15
311 508 0
613 116 14
971 969 7
282 941 -3
164 234 -10
554 864 4
784 824 3
743 895 10
634 831 -9
211 208 -7
376 624 -11
739 698 -8
946 201 16
510 502 6
172 149 17
154 666 -19
31 114 19
898 203 11
752 782 1
817 419 -4
897 467 -16
802 829 -9
651 906 -1
599 800 20
902 419 -13
791 618 10
459 730 20
227 313 8
614 170 -11
594 16 3
564 219 20
373 738 -8
105 518 15
362 86 -20
51 364 14
526 858 6
130 730 -10
463 422 -14
245 73 -17
593 587 -7
140 990 6
355 930 -18
873 336 -12
733 244 9
376 872 11
17 249 8
494 771 -6
669 913 9
516 826 19
873 490 3
2 651 -3
408 86 -10
484 776 20
246 886 4
879 515 -3
879 257 4
975 949 5
174 406 17
802 584 18
947 406 0
109 50 -9
531 309 -20
44 721 -7
474 322 -1
462 245 1
960 756 -6
781 487 -6
715 90 -7
47 910 -10
977 642 12
910 141 1
794 958 9
260 397 -2
193 835 10
800 121 4
119 259 -15
486 87 14
379 396 -11
498 65 18
585 736 8
467 449 8
453 60 11
219 151 -12
939 368 20
116 186 17
147 859 9
536 694 -7
842 662 10
831 570 11
301 340 -6
929 521 3
67 136 10
438 104 3
304 234 7
671 31 5
144 476 3
702 154 -12
785 461 -5
339 189 -4
963 962 8
561 488 10
601 910 -17
598 283 -7
98 814 10
579 811 -6
135 827 0
154 599 16
320 135 -6
468 741 20
352 620 -20
783 385 -18
208 344 -13
934 772 11
446 46 11
645 562 14
103 204 -2
418 210 -11
181 891 3
26 370 15
84 501 -17
143 627 -3
64 405 11
620 80 5
774 645 18
270 453 5
326 951 -8
996 94 -11
129 659 -4
679 620 1
607 786 20
859 872 1
571 702 -9
736 884 -12
988 288 -1
571 892 -14
736 462 -6
995 243 -2
53 903 -17
163 370 5
649 518 3
644 88 0
671 75 -13
256 522 -2
466 485 16
100 627 17
905 303 14
392 666 -19
203 87 -16
371 780 -20
923 916 12
801 136 -19
468 524 10
210 924 -10
435 383 -14
417 941 5
612 297 20
385 476 -14
363 649 -20
559 155 15
200 721 9
658 86 -15
114 386 12
793 691 20
398 500 15
495 713 13
445 246 10
978 470 -15
650 172 19
401 862 16
488 473 18
373 104 -14
501 609 15
270 626 18
537 576 -12
146 584 -19
658 151 -2
657 290 10
560 554 -9
289 77 -17
849 697 -9
854 895 -4
766 516 -14
93 144 -15
681 208 14
353 422 -10
709 164 9
116 455 15
298 347 -15
676 835 -13
420 590 -6
889 761 -12
241 35 7
860 349 16
612 364 7
357 459 -3
52 199 -2
244 260 -12
46 291 -19
234 283 -2
132 53 6
562 24 10
474 5 -8
479 668 2
430 135 -8
958 66 17
308 633 -9
821 541 -17
396 955 -16
134 714 18
657 769 -4
185 469 -11
84 101 20
656 217 -12
153 379 18
274 532 15
115 138 -10
647 52 -19
271 693 -14
15 703 -6
145 92 -18
126 904 -9
725 500 6
481 143 -10
250 245 10
324 524 -11
882 260 10
49 787 -9
54 265 -10
614 540 9
390 846 -11
700 239 3
596 857 14
1 168 -3
587 687 -2
979 533 -19
976 236 20
578 67 -6
99 251 14
795 265 15
678 364 -1
351 992 15
627 553 -10
582 486 -1
285 879 4
175 22 14
807 448 -17
305 185 19
362 26 2
90 398 12
49 283 17
260 459 -5
764 952 -3
330 296 -7
257 995 -15
259 566 12
475 870 -7
944 794 12
483 728 7
869 549 -10
43 972 0
455 6 -10
296 126 -2
459 82 7
795 137 -8
28 795 -19
355 599 -17
150 394 -4
847 855 20
294 252 -11
610 223 -11
123 278 -6
172 349 10
3 479 12
670 195 -3
345 710 -13
685 459 2
670 124 -19
65 867 -5
365 660 17
159 474 -18
633 75 7
830 857 -4
273 948 2
113 197 -3
364 583 -14
472 758 -4
210 721 16
34 889 -5
77 98 16
11 763 3
124 169 20
480 284 -18
263 163 1
959 25 -4
994 819 11
921 754 1
515 216 -16
700 583 -15
981 300 -7
16 341 -15
895 813 -14
682 757 2
224 173 17
761 252 9
41 21 14
91 928 -16
271 806 0
410 694 -11
566 354 10
360 512 7
474 145 -5
482 289 14
233 770 -6
533 362 -17
642 509 -2
582 372 -17
398 323 -10
15 604 6
299 997 -1
475 423 -4
510 808 6
473 2 18
16 272 -13
339 967 -18
541 293 17
28 56 9
888 400 -2
798 966 -18
111 985 -4
896 442 15
833 491 -17
853 600 20
611 364 8
234 973 3
211 891 14
496 670 12
315 953 18
668 581 9
293 174 19
842 818 0
378 961 -1
489 279 10
168 570 -3
621 538 -12
258 845 -19
369 419 -19
684 162 10
876 820 -7
741 325 8
703 615 -11
690 782 15
421 385 -1
153 0 1
818 251 5
236 283 4
713 301 17
914 469 20
318 896 -2
903 968 0
256 538 9
600 416 18
208 418 -18
6 181 17
987 301 -14
257 526 9
728 464 19
742 975 1
636 441 -14
430 39 -6
10 472 6
507 927 19
429 984 1
350 696 11
893 221 6
829 493 13
374 135 -9
89 747 -4
152 117 13
816 833 3
988 333 19
29 98 -8
722 166 1
908 737 -4
305 952 -19
539 988 15
499 222 -17
944 669 3
999 752 -9
438 30 11
820 35 -6
38 981 -2
946 897 5
917 373 14
658 425 -8
865 756 17
259 852 -11
536 417 -8
517 21 20
26 55 -10
82 787 -12
571 888 1
816 391 -3
130 989 -12
111 908 14
837 82 -11
184 168 18
120 119 11
350 799 7
348 830 17
334 714 9
176 414 -1
875 330 -6
867 573 -10
812 951 10
963 577 -1
765 535 -17
795 128 -11
936 943 -9
385 797 13
577 589 3
787 550 2
292 622 16
176 852 -18
159 634 9
887 23 -11
142 788 -4
262 965 15
222 437 -20
746 981 11
241 45 8
128 945 8
760 717 11
501 272 -3
928 926 -5
109 274 9
290 809 -14
985 811 -12
147 222 10
759 672 3
313 881 -6
758 822 -12
233 732 3
11 767 -12
261 583 7
283 10 -8
290 706 13
554 646 -20
334 285 7
997 991 -15
471 300 -17
334 867 0
146 896 19
121 834 -20
246 679 -17
540 105 11
939 28 20
424 641 -16
338 446 -11
297 311 16
560 407 -14
142 553 -15
266 713 18
79 471 -12
59 67 2
604 535 -15
456 260 13
197 544 3
341 943 11
615 751 -16
202 537 -14
875 854 10
923 853 18
515 409 -8
681 993 16
408 134 14
409 221 20
595 98 5
203 660 -4
946 809 -3
490 712 -3
476 170 -3
83 945 14
73 643 3
548 185 15
34 827 12
857 621 -12
226 310 -10
390 553 -16
802 375 -1
63 90 5
438 219 18
766 322 9
546 879 7
67 231 -7
466 944 15
612 852 9
26 525 -17
985 88 18
904 642 8
947 870 2
732 909 14
710 643 19
211 29 -10
933 776 -18
651 18 -12
846 852 0
570 743 10
66 533 2
647 510 -20
755 838 -7
968 688 19
437 502 4
968 269 -18
135 711 -5
405 245 3
717 884 2
37 249 -12
774 977 -1
875 743 -3
948 613 -5
746 217 15
810 278 20
137 60 5
652 92 2
885 247 -20
871 751 -6
21 830 -10
455 522 -15
155 664 7
848 159 -10
157 309 -14
641 559 -3
958 493 2
244 527 -19
129 447 -6
237 881 -11
97 516 -14
994 79 -17
255 128 9
130 824 -2
569 806 -5
926 41 9
501 605 15
713 735 8
471 988 -15
918 303 19
440 237 13
59 450 -2
213 29 -3
869 987 -7
207 260 11
781 480 17
72 543 7
580 154 -2
61 119 18
914 54 12
458 839 2
743 673 -6
52 617 -15
282 591 12
381 864 -2
261 174 2
568 554 8
522 815 1
8 701 5
479 909 19
934 860 17
938 395 -15
631 700 -11
29 51 -9
716 871 -1
859 756 -12
418 499 2
295 795 0
174 98 17
662 184 20
768 941 -17
269 476 20
803 191 20
471 774 3
130 74 -13
564 708 -1
388 575 4
57 152 5
525 57 5
179 721 15
961 154 -4
19 886 -3
249 78 7
486 209 16
814 365 -11
78 994 5
921 347 10
218 82 -5
344 674 3
378 591 14
134 459 20
462 311 -6
971 756 -1
467 44 -9
379 670 14
400 686 5
542 76 9
883 430 -17
112 912 -15
538 157 -16
169 246 -18
146 189 -8
723 413 -14
863 128 -3
836 556 9
66 829 -15
765 718 -3
966 237 12
459 802 -1
734 621 -16
108 168 -11
753 993 -7
374 382 -1
294 399 -15
538 382 3
368 317 1
588 12 17
697 759 -3
356 37 -12
962 42 -18
289 876 -3
711 155 -15
894 629 15
819 83 -10
971 746 20
867 513 0
645 612 -14
166 576 -14
780 545 -13
824 487 14
696 249 -20
357 328 0
672 164 -17
548 111 -7
821 537 -14
694 487 12
734 249 1
79 733 -11
702 0 3
599 276 -18
887 902 18
157 111 -13
926 824 17
238 122 0
566 364 -9
354 949 1
241 927 -6
461 896 -2
889 80 13
360 241 -4
45 700 12
175 713 14
916 111 -1
366 885 9
26 419 2
881 792 17
367 39 16
871 488 13
833 755 -10
315 59 14
674 645 17
710 820 4
279 191 -9
141 223 -4
937 7 -1
827 308 -6
38 350 -16
623 936 19
475 171 -12
5 537 12
721 939 20
481 958 -17
716 447 8
316 130 10
584 412 5
834 898 16
859 148 -1
818 789 -5
114 736 -5
930 585 14
538 386 -12
958 218 -9
651 487 -2
893 722 2
219 9 -10
534 642 19
643 917 -14
661 800 0
244 510 -16
499 953 17
726 787 20
909 808 -13
614 448 10
727 477 -8
607 554 8
105 831 -16
920 150 14
691 23 -5
779 846 14
807 372 -8
361 425 3
753 685 -9
172 352 -13
376 715 -11
827 20 0
331 834 -18
799 630 -12
393 792 7
511 918 15
121 568 -3
644 121 8
190 933 7
513 212 0
445 566 -6
339 490 14
104 445 1
628 650 16
29 255 10
230 288 -17
34 423 20
468 448 0
915 882 7
617 83 -18
217 994 1
692 826 3
908 550 6
227 901 -1
869 323 1
146 956 -18
110 599 3
310 937 0
153 370 -10
473 819 -2
675 993 -7
538 335 -5
240 125 -2
620 954 13
194 260 -10
365 435 -2
134 532 16
969 506 -8
849 607 -19
465 205 14
911 165 -12
893 290 17
207 247 7
160 862 11
447 488 -9
162 949 -8
776 594 -9
311 346 4
343 90 -2
105 42 8
266 447 3
429 783 20
913 536 9
226 142 -3
176 329 10
561 150 15
598 225 11
987 673 19
984 555 -19
91 803 10
367 50 -7
411 968 13
773 600 6
688 557 15
602 919 -4
981 220 12
4 591 14
10 163 -18
716 162 19
966 645 -8
517 175 5
584 344 12
860 883 18
906 525 -20
206 375 19
636 983 -20
890 155 -11
453 600 -2
702 185 -20
146 457 9
188 970 5
346 251 7
144 310 -6
360 667 12
631 157 5
628 504 19
665 131 -15
616 908 -5
980 170 -10
512 995 -11
580 707 8
48 74 -18
27 684 -15
179 685 7
704 123 2
784 175 -1
14 381 -2
344 890 17
467 781 17
325 820 -13
682 659 -17
727 594 -14
840 334 9
22 526 -16
572 82 -16
497 157 -7
437 707 -3
729 972 3
997 549 -12
662 456 11
306 763 -9
365 417 -15
648 661 12
364 720 12
260 186 14
196 218 -10
586 985 12
189 961 -18
273 943 -15
273 647 9
71 857 9
509 439 -16
404 624 14
134 588 4
749 153 5
678 324 10
286 59 -3
426 421 -10
56 111 -18
828 111 7
612 639 9
73 204 6
272 458 -4
936 908 11
678 173 14
970 876 -1
517 312 17
355 481 -19
279 984 -14
257 900 -10
326 804 0
880 619 11
89 978 7
752 196 17
329 12 -9
904 543 2
0 973 -15
802 764 -10
659 190 9
973 609 15
2 934 3
187 835 -10
177 410 -13
626 38 5
962 134 12
189 109 17
340 40 -3
35 675 -9
613 462 -12
273 530 9
963 44 -17
502 831 5
535 872 11
814 198 18
467 815 -2
398 60 -17
580 898 17
844 614 8
639 908 -13
261 131 -6
401 108 -1
504 166 -3
866 348 1
32 325 -10
809 995 -6
524 752 9
869 40 -19
363 657 -3
323 734 -6
309 934 18
138 675 0
387 901 -1
755 711 15
722 985 -4
773 877 1
145 159 -8
554 728 -4
586 360 -1
847 956 -12
271 981 20
8 730 16
822 502 16
423 164 4
698 444 -18
626 786 -2
905 822 7
212 100 1
312 596 16
408 87 17
609 41 -10
432 921 18
867 289 -18
898 988 -8
